student_id,age,gender,ethnicity,parental_education,family_income,school_type,school_region,study_hours_per_week,attendance_rate,extracurricular_activities,sports_participation,tutoring_sessions,parental_involvement,internet_access,has_laptop,sleep_hours,stress_level,motivation_score,reading_score,writing_score,math_score,science_score,overall_gpa,passed
STU01289,21,F,C,high_school,middle,public,suburban,15.9,95.7,3,yes,0,low,no,yes,4.8,10.0,6.2,61.0,77.2,66.1,60.6,2.62,1
STU01290,17,F,B,some_college,low,charter,urban,22.0,90.5,5,yes,10,high,yes,yes,4.3,8.2,5.4,81.5,74.3,87.8,100.0,3.38,1
STU01291,24,F,B,high_school,middle,public,suburban,1.7,76.1,3,yes,20,low,yes,yes,6.8,1.2,1.2,57.8,50.9,63.2,27.7,2.19,1
STU01292,19,F,B,high_school,high,public,urban,0.0,87.5,3,no,20,medium,yes,yes,6.9,1.5,9.1,68.9,79.6,56.8,58.2,2.5,1
STU01293,15,Non-binary,C,high_school,middle,public,urban,11.6,93.1,3,yes,15,low,yes,yes,7.9,5.9,6.1,86.5,75.4,92.1,95.3,3.56,1
STU01294,25,M,C,master,low,private,rural,15.0,86.1,2,yes,6,low,yes,yes,9.1,6.3,5.4,84.0,73.5,69.5,90.7,3.14,1
STU01295,20,F,C,bachelor,high,public,rural,12.6,74.3,3,no,3,medium,yes,yes,6.7,8.4,1.6,82.6,74.2,65.6,75.9,2.83,1
STU01296,17,F,B,master,middle,private,suburban,0.0,81.3,5,yes,3,low,yes,yes,6.3,3.7,4.6,53.2,60.4,76.0,71.2,2.76,1
STU01297,22,F,E,some_college,middle,private,suburban,0.9,100.0,5,yes,20,high,yes,yes,5.3,5.4,9.2,100.0,82.2,93.5,91.9,3.74,1
STU01298,20,M,B,high_school,low,public,urban,6.6,84.7,1,no,2,low,yes,yes,8.4,1.9,7.2,90.0,100.0,91.0,62.4,3.5,1
STU01299,15,Non-binary,C,none,middle,public,suburban,12.5,80.1,0,no,4,high,no,no,6.4,6.7,5.7,81.9,96.5,91.7,94.0,3.67,1
STU01300,23,M,B,some_college,low,public,suburban,8.0,86.5,1,yes,6,high,yes,yes,6.8,5.0,8.2,77.5,81.7,66.5,79.1,3.22,1
STU01301,19,F,D,none,middle,public,suburban,11.3,88.4,2,yes,17,medium,yes,yes,7.9,5.0,8.6,86.9,76.8,94.8,91.2,3.38,1
STU01302,22,F,C,none,high,public,urban,12.0,76.9,5,yes,3,low,yes,yes,5.5,7.1,4.9,68.1,91.0,76.6,60.0,3.02,1
STU01303,24,M,C,bachelor,middle,public,urban,17.1,99.9,0,no,6,high,yes,yes,5.8,8.7,8.7,83.8,96.2,86.9,100.0,3.84,1
STU01304,21,F,D,high_school,low,public,suburban,2.6,84.1,5,no,19,medium,no,yes,6.4,3.3,7.7,74.6,74.9,65.7,66.9,2.82,1
STU01305,22,M,D,some_college,low,public,suburban,10.6,89.8,2,yes,9,low,yes,no,5.6,8.4,6.3,72.9,82.3,93.1,94.5,3.2,1
STU01306,17,F,C,some_college,high,public,rural,20.5,99.3,4,no,1,low,yes,no,5.2,8.5,7.1,83.2,81.4,98.1,86.7,3.69,1
STU01307,17,F,C,bachelor,high,charter,urban,7.7,78.1,2,no,8,high,yes,yes,7.2,3.3,4.7,66.9,100.0,98.8,91.1,3.71,1
STU01308,19,M,E,some_college,low,charter,rural,6.3,88.9,4,no,1,medium,no,no,7.5,3.7,6.8,70.7,65.8,78.6,85.0,3.01,1
STU01309,24,F,E,bachelor,middle,public,urban,12.0,73.1,0,no,9,medium,yes,yes,7.7,3.3,5.2,72.7,74.9,76.3,66.3,2.87,1
STU01310,20,M,D,some_college,middle,charter,urban,4.7,74.4,1,no,10,medium,yes,yes,8.2,5.3,3.7,73.6,61.2,64.7,48.3,2.56,1
STU01311,18,F,D,high_school,high,private,rural,4.4,89.0,0,yes,11,medium,yes,yes,8.4,6.5,8.8,100.0,93.0,71.5,80.9,3.48,1
STU01312,23,F,D,high_school,high,public,suburban,9.3,79.9,4,yes,5,medium,yes,yes,6.8,5.9,5.6,67.7,70.0,69.2,74.6,2.89,1
STU01313,24,M,E,none,middle,public,urban,8.5,90.2,4,no,0,low,yes,yes,7.3,6.2,5.4,76.9,70.0,65.8,78.1,2.93,1
STU01314,24,F,A,some_college,low,public,suburban,14.6,79.7,0,no,7,medium,yes,no,7.9,4.4,5.5,91.8,76.2,95.5,77.6,3.06,1
STU01315,18,F,E,bachelor,high,private,urban,7.0,76.7,2,yes,20,high,yes,yes,7.2,2.9,3.3,81.3,57.4,72.2,81.3,2.99,1
STU01316,22,F,D,bachelor,high,charter,rural,12.6,77.5,3,no,5,medium,yes,yes,8.2,4.8,5.2,67.3,85.7,83.3,85.7,3.18,1
STU01317,21,F,C,high_school,middle,public,suburban,17.9,94.5,5,yes,11,high,no,no,6.0,4.1,7.6,89.7,96.5,94.8,86.7,3.74,1
STU01318,19,F,C,high_school,middle,public,suburban,17.5,81.8,3,no,19,medium,yes,yes,7.2,4.8,5.5,84.1,78.1,70.9,76.2,2.95,1
STU01319,19,F,B,high_school,low,private,urban,8.9,77.2,5,no,10,medium,yes,yes,9.2,6.6,4.5,58.5,60.9,63.1,83.3,2.71,1
STU01320,16,M,D,phd,middle,public,urban,13.6,77.5,4,no,3,medium,yes,yes,6.0,6.4,6.2,71.3,100.0,89.0,88.5,3.6,1
STU01321,18,M,D,high_school,high,public,suburban,6.0,77.8,5,no,4,medium,yes,yes,5.9,3.3,7.9,79.3,70.4,83.7,82.2,3.02,1
STU01322,21,F,B,some_college,low,public,urban,11.8,84.0,5,no,5,high,no,yes,6.8,4.6,2.5,59.2,51.8,69.5,65.4,2.63,1
STU01323,24,M,C,high_school,high,private,urban,20.6,82.4,3,yes,5,high,yes,yes,7.8,2.7,6.2,100.0,100.0,100.0,100.0,4.0,1
STU01324,24,F,A,bachelor,low,public,suburban,18.4,100.0,4,no,15,low,yes,no,4.4,9.1,4.6,92.1,77.1,89.2,68.7,3.28,1
STU01325,17,M,C,some_college,middle,public,suburban,10.9,84.3,3,no,20,medium,yes,yes,5.2,7.7,9.0,60.2,72.5,55.5,84.4,2.77,1
STU01326,22,F,C,high_school,middle,public,suburban,12.6,74.6,5,no,20,low,yes,yes,9.2,6.1,7.3,53.4,62.1,62.4,53.8,2.18,1
STU01327,15,F,C,some_college,low,public,suburban,5.7,77.5,4,no,1,low,yes,no,8.9,2.0,1.8,31.1,17.2,31.0,33.2,1.11,0
STU01328,22,M,A,bachelor,middle,private,rural,5.9,100.0,2,yes,18,medium,yes,yes,7.9,3.7,8.2,87.0,75.7,80.6,58.3,3.21,1
STU01329,18,M,A,some_college,middle,public,urban,8.8,85.7,0,no,16,low,yes,no,8.1,3.9,4.6,41.5,62.3,87.6,75.2,2.66,1
STU01330,19,M,B,phd,middle,public,urban,14.1,77.9,5,no,2,medium,no,no,6.8,4.2,2.3,85.0,83.7,74.3,88.0,3.39,1
STU01331,22,F,C,master,high,charter,urban,17.2,75.0,0,no,20,high,yes,yes,6.9,4.2,3.7,100.0,94.4,100.0,100.0,4.0,1
STU01332,19,F,E,some_college,middle,charter,suburban,10.5,84.8,4,no,6,low,yes,yes,6.7,7.0,7.6,81.1,79.4,72.6,97.4,3.2,1
STU01333,23,M,D,master,low,public,suburban,13.7,94.2,0,no,12,medium,yes,yes,5.9,1.4,6.1,82.0,100.0,100.0,100.0,3.65,1
STU01334,20,F,D,bachelor,high,private,suburban,0.0,73.6,4,yes,0,medium,yes,yes,5.6,5.3,3.8,66.5,79.1,66.4,41.5,2.32,1
STU01335,25,M,B,some_college,middle,public,suburban,12.0,88.3,4,no,12,low,yes,yes,7.4,1.0,8.1,81.7,92.7,100.0,100.0,3.66,1
STU01336,22,M,A,bachelor,low,public,suburban,6.9,86.6,1,no,7,medium,no,no,5.7,5.4,6.6,69.5,60.9,82.7,67.9,2.71,1
STU01337,18,M,D,some_college,high,public,suburban,4.4,82.6,0,yes,11,medium,yes,yes,6.4,6.2,5.3,83.7,77.2,74.7,73.3,3.13,1
STU01338,23,M,C,some_college,low,public,urban,12.8,81.7,4,no,13,medium,yes,yes,7.1,8.8,5.8,83.1,68.4,77.3,74.3,3.02,1
STU01339,19,F,A,some_college,middle,public,urban,19.7,69.0,5,yes,9,medium,yes,yes,5.4,8.2,3.7,85.7,56.4,69.9,76.5,2.83,1
STU01340,20,F,C,bachelor,middle,public,urban,11.4,91.0,1,yes,13,medium,yes,no,8.8,5.3,9.5,100.0,93.1,100.0,100.0,4.0,1
STU01341,16,F,D,master,middle,private,urban,17.3,77.5,3,no,8,high,yes,yes,6.2,6.7,3.7,95.2,86.6,100.0,88.5,3.86,1
STU01342,16,F,B,high_school,middle,public,urban,8.0,89.2,5,no,8,high,no,yes,7.1,3.3,3.5,82.7,78.2,72.0,76.1,3.22,1
STU01343,21,M,A,bachelor,middle,public,urban,23.8,82.5,5,yes,7,medium,yes,yes,7.6,5.7,5.9,94.4,100.0,100.0,87.4,3.59,1
STU01344,17,M,C,bachelor,middle,charter,suburban,2.0,89.6,3,no,19,high,yes,no,8.5,5.0,10.0,85.6,77.7,70.5,66.4,2.84,1
STU01345,25,F,A,master,low,public,suburban,10.5,80.3,4,yes,0,low,yes,no,8.4,6.5,1.8,64.4,53.3,48.9,75.8,2.83,1
STU01346,24,F,C,some_college,low,public,urban,14.6,89.5,2,yes,3,low,no,no,8.2,4.6,6.2,85.0,71.6,76.6,75.1,3.25,1
STU01347,22,F,D,high_school,high,public,urban,11.2,69.0,0,yes,2,medium,yes,yes,5.9,6.4,5.9,59.2,64.4,74.9,70.6,2.74,1
STU01348,23,F,E,high_school,high,public,urban,19.7,87.0,3,no,13,medium,yes,yes,6.2,5.0,6.6,89.7,87.5,86.6,89.7,3.38,1
STU01349,21,F,C,high_school,high,private,suburban,0.0,73.1,2,yes,16,medium,yes,yes,5.6,6.0,8.1,46.4,50.5,31.7,52.5,1.81,0
STU01350,15,F,A,high_school,middle,public,suburban,9.8,78.2,1,no,8,medium,yes,yes,7.7,4.4,4.1,86.7,59.9,72.8,50.8,2.62,1
STU01351,19,F,C,high_school,middle,charter,suburban,9.0,87.6,1,no,16,high,yes,yes,6.2,6.0,5.6,83.1,79.3,70.3,88.1,2.99,1
STU01352,20,F,B,high_school,middle,public,urban,9.8,97.7,5,no,3,high,yes,yes,5.3,7.3,4.7,73.0,66.8,62.7,67.1,2.35,1
STU01353,25,M,D,master,middle,public,urban,2.5,79.5,0,yes,4,high,yes,yes,5.0,7.4,8.9,68.2,52.2,49.1,52.4,2.29,1
STU01354,17,M,D,some_college,low,public,rural,8.4,80.4,4,no,16,medium,yes,yes,8.5,3.7,7.7,75.6,88.8,95.2,75.9,3.39,1
STU01355,20,F,C,some_college,middle,public,urban,9.0,66.5,3,yes,14,medium,no,yes,4.0,10.0,3.3,31.9,17.8,36.4,45.0,1.27,0
STU01356,18,M,D,bachelor,low,public,urban,12.1,78.7,1,yes,6,medium,yes,yes,9.7,6.5,6.0,80.7,53.7,83.0,86.1,3.11,1
STU01357,16,F,B,high_school,middle,public,suburban,17.1,100.0,2,no,16,medium,yes,yes,8.2,4.7,7.6,91.2,100.0,100.0,94.7,4.0,1
STU01358,16,F,C,bachelor,middle,public,suburban,12.2,65.7,0,yes,19,high,yes,yes,6.0,3.9,2.9,70.4,71.6,67.1,54.7,2.61,1
STU01359,19,M,E,bachelor,middle,private,suburban,14.0,62.6,2,no,6,medium,yes,yes,6.6,7.2,8.3,72.7,70.1,90.8,72.7,3.13,1
STU01360,15,M,B,some_college,middle,charter,suburban,18.5,90.2,3,yes,4,low,yes,yes,7.1,3.6,4.8,100.0,97.2,100.0,92.5,3.84,1
STU01361,15,F,B,some_college,high,public,suburban,19.0,88.8,2,yes,17,medium,yes,yes,7.0,7.1,4.9,100.0,90.2,97.0,97.3,3.91,1
STU01362,18,F,D,high_school,high,public,rural,0.0,87.8,3,no,0,medium,yes,yes,6.6,2.6,8.6,74.3,93.8,61.7,88.1,3.37,1
STU01363,17,M,C,some_college,high,public,urban,16.7,87.7,0,no,4,medium,no,yes,6.8,7.5,8.1,85.6,100.0,79.0,94.0,3.53,1
STU01364,21,F,B,some_college,high,public,suburban,16.6,85.5,2,no,13,high,yes,yes,8.6,6.3,3.7,92.7,86.7,100.0,91.6,3.74,1
STU01365,15,M,A,high_school,middle,public,urban,8.9,91.8,0,no,10,high,yes,yes,8.4,3.0,7.5,92.0,89.2,100.0,83.7,3.68,1
STU01366,18,M,C,some_college,middle,charter,suburban,8.2,77.2,4,no,1,low,yes,yes,8.3,5.0,6.3,65.1,74.2,78.9,83.7,3.04,1
STU01367,19,M,C,some_college,middle,public,suburban,4.2,66.6,5,yes,3,medium,yes,yes,8.1,4.9,1.1,51.5,55.6,55.6,37.1,2.18,1
STU01368,25,F,C,none,high,public,suburban,0.0,76.9,0,no,18,high,yes,yes,6.0,7.5,7.5,48.5,38.3,44.3,45.3,1.7,0
STU01369,21,F,B,high_school,middle,public,suburban,15.6,75.9,2,no,1,low,yes,no,6.0,5.6,4.1,58.9,72.2,78.7,77.2,2.74,1
STU01370,24,F,C,some_college,middle,public,suburban,15.6,92.5,2,no,7,low,yes,yes,6.8,6.2,7.2,91.5,95.6,100.0,100.0,3.97,1
STU01371,18,M,C,none,high,charter,suburban,10.3,89.1,0,no,0,low,yes,yes,6.9,4.4,3.5,77.1,83.1,75.9,65.5,3.25,1
STU01372,19,Non-binary,D,bachelor,middle,public,suburban,15.8,80.8,4,no,5,high,no,no,6.2,3.3,6.3,66.0,93.3,85.1,100.0,3.38,1
STU01373,19,F,C,master,low,public,rural,17.2,83.9,2,no,5,medium,yes,yes,7.7,5.3,4.1,88.1,75.3,67.4,91.3,3.05,1
STU01374,24,M,C,bachelor,middle,public,urban,0.7,80.6,3,yes,16,low,yes,no,7.8,3.4,3.6,78.9,56.7,82.2,50.9,2.7,1
STU01375,25,M,D,high_school,middle,private,suburban,12.0,70.0,4,yes,10,high,yes,yes,5.5,6.9,1.7,50.0,55.2,61.6,68.6,2.36,1
STU01376,25,M,B,some_college,middle,public,rural,9.5,79.4,2,no,12,high,yes,yes,8.2,5.7,8.2,88.4,86.2,91.4,87.1,3.65,1
STU01377,23,F,B,bachelor,high,public,urban,15.0,87.2,3,no,16,high,yes,yes,7.1,6.8,8.7,91.5,100.0,100.0,96.5,4.0,1
STU01378,20,M,A,bachelor,middle,public,suburban,12.6,89.5,0,no,0,medium,yes,yes,7.6,3.1,5.6,87.4,91.9,79.2,92.9,3.68,1
STU01379,20,M,B,phd,high,public,urban,18.0,87.6,1,no,2,medium,no,yes,8.4,4.3,6.5,96.4,100.0,88.4,100.0,3.91,1
STU01380,25,F,E,some_college,middle,charter,rural,1.5,79.4,1,no,5,low,no,yes,8.0,3.4,3.4,45.5,60.9,37.5,54.3,1.88,0
STU01381,18,F,B,high_school,low,public,suburban,17.5,97.5,1,yes,15,medium,yes,no,7.8,5.1,7.3,100.0,100.0,100.0,100.0,3.94,1
STU01382,18,F,D,some_college,middle,public,rural,7.9,96.5,3,no,5,low,yes,yes,8.2,4.4,5.4,82.3,94.4,89.3,73.6,3.22,1
STU01383,24,F,A,master,middle,charter,suburban,11.2,71.3,3,yes,2,medium,yes,yes,6.5,4.6,5.6,76.5,68.5,78.8,100.0,3.29,1
STU01384,19,M,C,bachelor,high,charter,suburban,1.8,78.1,3,yes,19,low,yes,yes,8.2,3.4,8.1,66.7,65.5,57.5,79.4,2.6,1
STU01385,17,F,C,master,middle,public,suburban,11.4,67.8,2,no,6,medium,yes,yes,5.8,4.5,2.9,51.2,45.9,62.8,52.3,2.21,1
STU01386,21,M,B,bachelor,middle,public,suburban,11.4,84.6,1,yes,2,low,yes,yes,6.5,3.7,1.0,69.3,52.8,54.9,59.7,2.47,1
STU01387,18,M,C,phd,middle,charter,suburban,12.0,82.4,3,yes,12,medium,yes,yes,4.8,7.8,6.4,68.2,57.1,82.4,59.9,2.69,1
STU01388,24,Non-binary,D,some_college,high,public,urban,7.5,83.1,5,yes,15,low,no,yes,8.6,5.8,4.8,81.3,72.7,74.5,78.0,3.02,1
STU01389,24,M,C,master,low,public,urban,3.8,84.6,1,yes,6,medium,yes,yes,6.8,3.0,2.9,70.5,51.3,68.4,70.7,2.6,1
STU01390,18,M,D,master,low,public,suburban,14.9,83.6,0,yes,10,medium,yes,yes,6.3,8.0,5.5,78.1,79.9,89.5,63.4,3.04,1
STU01391,20,F,E,bachelor,middle,private,urban,1.1,79.2,2,yes,7,medium,yes,yes,7.2,1.0,6.2,55.3,67.3,81.9,73.4,2.66,1
STU01392,25,M,C,master,middle,public,suburban,16.8,77.2,1,no,20,low,yes,yes,7.1,3.9,6.7,77.3,90.9,80.7,80.4,3.5,1
STU01393,23,M,E,some_college,middle,public,rural,21.2,78.1,4,no,19,high,yes,no,4.5,10.0,3.9,60.2,59.9,54.2,64.1,2.34,1
STU01394,17,F,A,bachelor,low,private,urban,23.9,88.5,5,no,9,high,yes,yes,7.3,5.2,5.0,100.0,100.0,100.0,100.0,3.91,1
STU01395,21,F,B,some_college,middle,private,urban,4.5,70.6,3,yes,9,high,yes,no,8.7,5.2,6.7,53.8,52.9,68.2,90.1,2.67,1
STU01396,21,F,C,bachelor,low,public,rural,14.1,82.6,2,yes,8,medium,no,no,7.3,4.2,7.4,84.1,100.0,100.0,77.5,3.78,1
STU01397,22,M,C,bachelor,low,public,suburban,7.2,70.5,2,yes,10,medium,yes,yes,6.5,5.7,7.0,98.4,74.9,72.8,81.1,3.21,1
STU01398,15,F,C,bachelor,middle,private,rural,18.8,89.1,1,no,15,medium,yes,yes,6.8,3.0,4.5,100.0,100.0,100.0,100.0,3.62,1
STU01399,18,F,C,some_college,low,public,urban,12.5,71.4,1,no,15,medium,yes,no,7.1,6.1,6.2,64.5,73.8,69.2,69.7,2.7,1
STU01400,24,M,D,bachelor,middle,private,urban,9.7,68.9,3,no,9,high,yes,yes,7.8,2.5,5.1,71.3,70.8,74.3,86.7,3.09,1
STU01401,17,M,B,master,high,public,urban,7.4,88.7,3,yes,5,medium,yes,yes,7.3,3.1,5.0,92.9,81.8,79.8,82.2,3.3,1
STU01402,18,M,D,bachelor,low,private,suburban,8.4,77.2,3,no,9,high,yes,no,5.4,6.6,5.2,76.4,72.0,90.6,79.2,3.3,1
STU01403,18,F,C,some_college,middle,public,rural,7.0,66.8,2,no,20,medium,yes,yes,6.9,5.5,4.2,73.7,61.2,51.3,74.0,2.67,1
STU01404,16,M,C,master,middle,public,suburban,11.9,89.7,4,no,4,high,yes,no,8.1,5.2,7.6,100.0,79.8,85.4,92.5,3.29,1
STU01405,16,F,B,bachelor,low,public,urban,10.8,87.0,1,yes,0,medium,yes,no,7.2,6.2,7.1,79.5,82.8,73.3,73.4,2.99,1
STU01406,18,Non-binary,B,some_college,middle,public,urban,7.7,97.6,4,yes,4,high,yes,yes,5.1,7.0,5.3,73.5,68.5,66.9,75.0,3.07,1
STU01407,24,M,C,some_college,low,public,suburban,6.2,73.9,3,yes,0,low,yes,yes,6.7,5.3,4.9,62.2,77.5,67.6,49.1,2.5,1
STU01408,15,F,D,bachelor,high,public,urban,16.2,74.1,2,no,17,low,yes,yes,6.1,4.2,4.4,63.2,82.6,64.4,83.8,2.77,1
STU01409,18,M,C,bachelor,middle,private,urban,15.7,74.4,3,yes,5,high,yes,no,7.0,5.6,4.2,94.3,79.8,91.3,89.9,3.55,1
STU01410,15,M,B,high_school,middle,public,suburban,5.6,87.8,1,no,19,medium,yes,yes,7.3,4.7,3.3,48.0,42.2,75.4,59.5,2.43,1
STU01411,21,F,D,high_school,high,public,urban,11.1,72.6,1,no,15,low,no,yes,6.8,3.9,8.7,73.9,61.6,86.9,87.4,3.09,1
STU01412,17,M,D,master,middle,private,suburban,6.8,78.0,2,no,8,low,yes,yes,6.4,3.9,3.4,79.5,63.7,70.6,71.7,2.73,1
STU01413,23,F,E,master,middle,public,urban,27.6,87.1,4,no,14,medium,yes,yes,8.6,7.4,6.8,100.0,100.0,100.0,100.0,4.0,1
STU01414,21,F,C,some_college,middle,private,urban,5.4,93.8,4,yes,9,high,yes,yes,6.3,5.3,6.9,51.1,91.0,82.6,74.2,2.98,1
STU01415,23,M,D,master,middle,public,urban,13.5,72.5,4,no,4,low,yes,yes,7.0,6.5,2.5,88.7,63.6,89.8,73.8,3.13,1
STU01416,21,M,C,some_college,middle,public,suburban,13.7,86.5,2,no,1,medium,yes,yes,4.8,8.6,6.3,64.3,58.2,50.2,71.0,2.2,1
STU01417,19,M,D,high_school,middle,public,urban,6.5,78.8,3,no,10,medium,yes,yes,8.2,5.6,6.1,71.1,52.7,53.8,67.9,2.44,1
STU01418,24,F,C,bachelor,high,charter,rural,7.2,73.1,5,no,3,medium,yes,yes,6.6,7.2,5.8,95.1,80.6,81.8,68.1,3.04,1
STU01419,20,F,A,none,high,public,urban,9.2,80.7,3,yes,6,high,yes,yes,6.0,6.6,5.5,61.4,64.8,90.6,70.6,2.85,1
STU01420,25,M,E,high_school,low,public,suburban,4.4,80.7,4,yes,13,medium,yes,yes,5.3,8.9,5.2,42.5,53.9,61.2,42.1,2.19,1
STU01421,25,F,D,master,high,public,urban,14.0,88.3,1,yes,8,medium,yes,yes,6.8,6.6,6.7,100.0,98.3,100.0,96.0,3.75,1
STU01422,21,F,C,some_college,low,public,urban,5.0,96.2,3,yes,17,high,yes,yes,8.6,6.2,4.1,58.7,61.1,76.7,67.2,2.51,1
STU01423,22,F,C,high_school,high,public,suburban,12.3,90.8,2,no,11,high,yes,yes,7.9,4.7,9.3,89.5,100.0,100.0,91.1,4.0,1
STU01424,17,M,D,some_college,middle,public,suburban,0.0,85.0,5,yes,19,high,yes,no,6.7,6.3,7.5,64.2,75.8,75.5,79.0,2.97,1
STU01425,23,M,A,some_college,middle,public,urban,6.2,80.6,5,yes,13,low,yes,yes,6.3,5.5,1.0,54.6,48.7,62.1,39.2,1.87,0
STU01426,22,M,B,bachelor,middle,private,urban,9.0,76.4,4,no,14,medium,yes,no,8.7,5.0,5.1,72.7,83.9,88.9,91.4,3.44,1
STU01427,24,M,A,high_school,low,public,suburban,15.6,95.7,5,yes,8,high,no,no,6.0,5.7,10.0,81.9,100.0,77.4,100.0,3.53,1
STU01428,17,M,A,some_college,high,public,urban,0.8,78.7,3,yes,9,medium,yes,yes,7.2,4.7,6.5,51.8,82.4,64.4,75.6,2.68,1
STU01429,23,M,A,some_college,low,public,rural,16.2,83.4,5,yes,16,medium,yes,no,6.8,5.2,3.8,76.3,68.0,77.6,86.1,2.8,1
STU01430,20,M,D,bachelor,middle,public,urban,15.5,83.0,0,no,6,low,yes,yes,8.9,3.7,6.2,99.0,100.0,88.3,77.6,3.71,1
STU01431,17,M,B,master,high,public,rural,2.2,74.4,5,yes,1,medium,yes,yes,6.8,7.3,1.6,53.9,55.1,70.4,70.6,2.52,1
STU01432,16,M,D,some_college,middle,public,suburban,14.2,96.4,3,yes,9,medium,yes,yes,9.9,7.8,6.0,88.8,78.2,77.8,90.9,3.45,1
STU01433,21,F,E,master,middle,public,urban,6.4,74.2,5,no,15,high,no,yes,7.3,4.9,5.1,65.5,75.3,85.3,61.9,2.85,1
STU01434,18,F,B,phd,high,private,urban,16.8,86.9,4,no,11,medium,yes,yes,5.5,9.2,5.9,95.5,98.3,90.3,100.0,3.71,1
STU01435,16,M,D,high_school,low,public,rural,13.4,75.4,2,no,12,medium,no,yes,8.2,3.0,2.5,74.9,73.2,67.5,57.4,2.49,1
STU01436,19,F,C,none,middle,public,urban,14.8,88.7,4,no,1,medium,yes,yes,8.8,6.7,4.6,77.2,71.6,70.4,68.1,3.13,1
STU01437,22,M,E,bachelor,low,public,urban,7.2,65.6,2,yes,14,medium,yes,yes,7.3,2.9,1.0,62.8,61.1,73.8,66.8,2.46,1
STU01438,18,F,C,master,low,public,urban,15.2,78.4,2,yes,13,high,yes,yes,8.0,4.7,4.6,100.0,83.0,87.5,100.0,3.44,1
STU01439,25,F,C,high_school,low,public,urban,18.8,75.8,5,no,18,low,no,yes,9.5,8.9,4.8,42.4,58.2,47.6,63.0,2.43,1
STU01440,23,F,B,high_school,middle,public,suburban,8.8,98.7,3,no,15,medium,yes,yes,7.8,5.8,7.7,80.0,73.0,88.1,100.0,3.3,1
STU01441,20,F,E,bachelor,middle,public,suburban,10.5,99.9,4,no,13,high,yes,yes,5.1,6.9,10.0,69.7,59.6,75.4,70.2,2.8,1
STU01442,25,F,B,bachelor,middle,public,rural,15.8,74.8,2,no,18,medium,no,yes,5.9,3.8,3.9,99.6,95.6,91.0,95.7,3.47,1
STU01443,19,F,D,high_school,middle,public,urban,0.0,75.2,0,no,6,medium,yes,yes,7.0,1.0,6.5,57.2,55.5,57.9,66.7,2.53,1
STU01444,16,M,B,some_college,middle,public,suburban,5.1,78.2,5,no,4,low,yes,yes,6.7,6.8,4.2,77.1,88.0,60.5,73.6,2.98,1
STU01445,15,M,C,high_school,middle,charter,rural,16.5,88.4,0,yes,5,medium,yes,no,6.0,2.6,4.9,95.0,88.4,90.4,80.1,3.56,1
STU01446,25,F,C,phd,low,charter,urban,12.5,85.5,3,no,4,high,no,yes,8.5,4.8,6.0,79.4,79.9,74.9,100.0,3.39,1
STU01447,25,M,A,bachelor,high,charter,suburban,11.1,79.4,4,no,6,medium,yes,yes,6.6,3.5,5.5,70.7,63.7,76.2,72.2,2.79,1
STU01448,23,F,A,some_college,middle,private,urban,5.4,97.6,5,yes,17,high,yes,yes,9.5,3.8,9.8,81.9,58.9,75.8,89.0,2.99,1
STU01449,16,F,B,master,high,charter,suburban,13.1,84.9,4,no,2,medium,yes,yes,6.7,3.5,5.2,91.3,100.0,89.2,92.2,3.62,1
STU01450,18,M,D,some_college,middle,public,urban,7.8,72.8,4,no,10,medium,yes,yes,7.8,3.6,3.2,75.4,86.0,56.2,66.9,3.03,1
STU01451,15,M,D,master,middle,public,urban,1.5,67.1,0,yes,17,low,yes,yes,9.0,6.4,5.3,58.4,63.9,46.1,44.2,2.41,1
STU01452,15,F,B,high_school,middle,private,urban,18.3,96.4,2,yes,12,medium,yes,yes,8.0,5.1,3.4,100.0,93.9,87.7,86.0,3.34,1
STU01453,17,M,C,none,middle,public,urban,5.8,79.8,3,no,3,low,no,yes,7.6,2.9,4.2,70.0,70.4,76.9,47.3,2.7,1
STU01454,21,F,A,some_college,middle,public,urban,9.4,67.2,5,no,20,high,yes,yes,8.2,2.4,8.2,59.5,69.2,64.4,69.6,2.79,1
STU01455,15,F,D,high_school,middle,private,rural,0.0,84.8,3,no,2,low,yes,yes,8.4,6.0,4.4,52.7,54.9,58.4,58.4,2.37,1
STU01456,25,M,D,bachelor,middle,charter,rural,8.3,71.3,5,yes,10,high,yes,no,7.5,3.5,7.1,80.7,100.0,90.2,68.6,3.38,1
STU01457,20,F,D,some_college,high,public,suburban,17.9,92.8,2,no,2,low,yes,yes,7.6,3.5,4.8,100.0,100.0,100.0,100.0,3.87,1
STU01458,17,F,D,high_school,low,public,urban,15.2,93.7,2,no,4,high,no,yes,8.3,6.5,6.3,98.6,85.8,79.8,81.2,3.65,1
STU01459,20,F,B,bachelor,high,public,rural,12.6,79.2,3,yes,9,high,yes,yes,6.8,3.8,5.0,96.2,87.3,98.9,91.6,3.3,1
STU01460,23,M,B,some_college,high,public,rural,8.2,76.7,0,yes,7,medium,yes,yes,6.0,5.3,7.4,76.2,85.4,82.0,74.4,3.18,1
STU01461,18,F,D,some_college,low,private,suburban,10.3,83.2,0,no,19,medium,no,yes,9.4,7.4,2.6,61.3,50.1,63.4,72.6,2.45,1
STU01462,15,F,A,high_school,low,public,suburban,12.6,90.5,1,yes,8,medium,no,yes,7.0,5.2,3.6,62.7,62.1,73.4,61.9,2.83,1
