paper_id,title,abstract,authors,year,month,category,subcategory,citation_count,venue,num_authors,has_code,primary_method,dataset_used,is_survey
arxiv.202204.01487,Unsupervised Scene Understanding with Transformers,"We study the problem of time series forecasting and propose DeepMix, a scalable framework based on mixture of experts. Our key insight is that architectural simplicity often outperforms complex designs when properly scaled. Extensive experiments on multiple established benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Anna Liu; Li Moore; Takeshi Johnson,2022,4,cs.CV,video-understanding,14,arXiv-only,3,False,other,CIFAR-100,False
arxiv.202309.01748,Instruction Tuning via Contrastive Learning,"We study the problem of relation extraction and propose FlowMatch, a scalable framework based on energy-based models. Our key insight is that progressive training schedules significantly improve convergence. Extensive experiments on widely-used evaluation protocols show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Alex Ali; David LeCun,2023,9,cs.CL,dialogue,112,ICML,2,False,cnn,WMT,False
arxiv.202007.00573,Attention-Based Collaborative Filtering using Large Language Models,"This paper presents GraphFormer, designed for efficient code generation. By leveraging spectral normalization and curriculum learning, our approach reduces computational cost by 24% while maintaining competitive performance on widely-used evaluation protocols. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Anna Jones; Sofia Williams; Takeshi Uszkoreit; Xin Thomas,2020,7,cs.IR,search-ranking,53,EMNLP,4,False,reinforcement_learning,Amazon Reviews,False
arxiv.202203.01575,Adversarial Transfer Learning with Transformers,"Recent advances in embodied AI have shown promising results for relation extraction. However, existing methods suffer from label scarcity. We address this by proposing DiffuGen, which combines meta-learning with spectral normalization to overcome these challenges. Our experiments on both synthetic and real-world data demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Alex Gupta; Andrei Yang; Kenji Schmidt; Rahul Wu; Tao Zhang; Yann Sun,2022,3,cs.LG,meta-learning,21,arXiv-only,6,True,rnn,CIFAR-100,False
arxiv.202101.00869,Time Series Forecasting with Vision Transformers,"In this work, we tackle the problem of image synthesis by introducing SparseGPT. The core idea is to use adversarial training to learn robust representations that generalize across domains. We validate our approach on widely-used evaluation protocols and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Benjamin Bengio; Benjamin Jones; Diego Watanabe; Hao Petrov; Omar Williams; Oriol Gupta; Yann Vinyals,2021,1,stat.ML,kernel-methods,5,arXiv-only,7,False,cnn,not specified,False
arxiv.202301.01722,Semi-Supervised Transfer Learning for Real-World Applications,"In this work, we tackle the problem of speech recognition by introducing FlexiLearn. The core idea is to use prompt tuning to learn robust representations that generalize across domains. We validate our approach on competitive benchmarks and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Alex Patel; Elena Amodei; Feng Hinton; Kaiming Sutskever; Ming Rodriguez,2023,1,cs.LG,representation-learning,3,arXiv-only,5,True,cnn,ImageNet,False
arxiv.202305.02134,Exploring Drone Navigation in Low-Resource Settings,"We study the problem of time series forecasting and propose HyperNet, a scalable framework based on meta-learning. Our key insight is that progressive training schedules significantly improve convergence. Extensive experiments on challenging real-world datasets show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Daniel Goodfellow; Dmitri Zhang; Elena Devlin; Priya Tanaka; Sergey Hinton; Yann Gupta,2023,5,cs.RO,autonomous-driving,19,arXiv-only,6,True,transformer,MuJoCo,False
arxiv.202412.02673,Progressive Point Cloud Processing through Self-Supervision,"This paper introduces SmartFuse for speech recognition. Unlike prior work that relies on flow matching, we design a curriculum learning framework that directly addresses catastrophic forgetting. Evaluation on challenging real-world datasets shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Ahmed Chen; Pierre Martin,2024,12,cs.CV,3d-vision,5,CVPR,2,True,diffusion,LSUN,False
arxiv.202510.02957,Neural Architecture Search through Self-Supervision,"This paper presents MetaAdapt, designed for efficient time series forecasting. By leveraging curriculum learning and residual connections, our approach reduces computational cost by 21% while maintaining competitive performance on standard benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Daniel Sutskever; Ivan Popov; Laura Popov; Neha Singh,2025,10,cs.LG,optimization,6,arXiv-only,4,True,diffusion,CIFAR-100,False
arxiv.202105.00809,Zero-Shot Knowledge Representation using Attention Mechanisms,"This paper introduces EfficientAI for code generation. Unlike prior work that relies on flow matching, we design a meta-learning framework that directly addresses domain gap. Evaluation on multiple established benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Andrei Amodei; Chen Li; Christopher Rodriguez; Ian Ma; Pierre Smith,2021,5,cs.AI,multi-agent,732,CVPR,5,False,bayesian,Atari Games,False
arxiv.202105.00867,Deep Learning Theory via Contrastive Learning,"Motivated by recent progress in neural architecture design, we develop DualPath for anomaly detection. Our framework integrates denoising diffusion with a novel attention module that captures temporal dynamics. Results on large-scale datasets show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Li Vinyals; Michael Chen,2021,5,cs.LG,meta-learning,18,ICML,2,True,transformer,CIFAR-10,False
arxiv.202404.02330,RLHF with Limited Labels,"We present a comprehensive study of time series forecasting in the context of foundation models. Through systematic experiments on challenging real-world datasets, we identify key factors that influence model performance and propose EfficientAI as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Dario Goodfellow; Ilya Hassan; Oriol Popov; Oriol Tanaka; Oriol Wang; Ross Zhou; Takeshi Johnson,2024,4,cs.CL,machine-translation,2,AAAI,7,True,diffusion,SST-2,False
arxiv.202403.02398,Adaptive Evolutionary Strategies using Diffusion Models,"Motivated by recent progress in generative modeling, we develop RobustLearn for object detection. Our framework integrates variational inference with a novel gating module that captures long-range dependencies. Results on both synthetic and real-world data show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Andrew Rossi; Anna Hinton; Fatima Ali; Matthew Xu; Takeshi Taylor; Yuki Kumar,2024,3,cs.NE,spiking-networks,107,CVPR,6,True,gnn,ImageNet,False
arxiv.202408.02622,Representation Learning for Real-World Applications,"In this work, we tackle the problem of relation extraction by introducing UniModel. The core idea is to use gradient checkpointing to learn robust representations that generalize across domains. We validate our approach on multiple established benchmarks and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Andrew Liang; Ashish Lin; Chen Petrov; Neha Singh,2024,8,cs.LG,federated-learning,130,arXiv-only,4,True,reinforcement_learning,Fashion-MNIST,False
arxiv.202511.03145,End-to-End Dialogue Systems at Scale,"This paper introduces ScaleNet for text generation. Unlike prior work that relies on gradient checkpointing, we design a LoRA fine-tuning framework that directly addresses computational overhead. Evaluation on standard benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",David Rossi; Kaiming Vaswani; Maria Brown; Peng Sutskever; Priya Singh,2025,11,cs.CL,dialogue,0,NeurIPS,5,True,transformer,The Pile,False
arxiv.202106.00918,Language Modeling,"Recent advances in reinforcement learning have shown promising results for time series forecasting. However, existing methods suffer from domain gap. We address this by proposing DualPath, which combines gradient checkpointing with graph convolutions to overcome these challenges. Our experiments on widely-used evaluation protocols demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Andrew Ivanov; David Zhou; Laura Wu; Luca Shazeer; Marco Ivanov; Neha Johnson; Percy Ma; Siddharth Sun; Yoshua Rossi,2021,6,cs.CL,machine-translation,25,arXiv-only,9,True,other,SuperGLUE,False
arxiv.201901.00353,Scalable Domain Adaptation with Theoretical Guarantees,"This paper presents RobustLearn, designed for efficient robot manipulation. By leveraging mixture of experts and gradient checkpointing, our approach reduces computational cost by 22% while maintaining competitive performance on diverse evaluation suites. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Aditya Smith; Sergey Brown,2019,1,cs.LG,representation-learning,7,CVPR,2,False,reinforcement_learning,multiple,False
arxiv.202104.00842,Sentiment Analysis with Limited Labels,"We propose ScaleNet, a novel approach to image classification. Our method leverages knowledge distillation to achieve state-of-the-art results on both synthetic and real-world data. Experiments demonstrate improvements of 5.7% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Ian Gao; Maria Hassan,2021,4,cs.CL,summarization,31,EMNLP,2,True,other,OpenWebText,False
arxiv.201805.00037,Feature Selection using Knowledge Distillation,"In this work, we tackle the problem of text generation by introducing UniModel. The core idea is to use attention mechanisms to learn robust representations that generalize across domains. We validate our approach on competitive benchmarks and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Andrew Wu; Luca Watanabe; Wei Suzuki,2018,5,cs.LG,federated-learning,27,CVPR,3,False,rnn,CIFAR-10,False
arxiv.201902.00405,Human-Robot Interaction,"This paper introduces ContextFlow for object detection. Unlike prior work that relies on residual connections, we design a knowledge distillation framework that directly addresses computational overhead. Evaluation on competitive benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Andrei Williams; Kai Moore; Oriol Vinyals; Sarah Wu,2019,2,cs.RO,manipulation,35416,ACL,4,False,reinforcement_learning,OpenAI Gym,False
arxiv.202208.01512,Adaptive Lottery Ticket Hypothesis in Low-Resource Settings,"We present a comprehensive study of image synthesis in the context of multimodal learning. Through systematic experiments on both synthetic and real-world data, we identify key factors that influence model performance and propose DiffuGen as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Christopher Mohamed; David Ma; Sarah Rossi; Takeshi Brown; Zhi Martinez,2022,8,cs.LG,meta-learning,10,ICLR,5,True,ensemble,MNIST,False
arxiv.202404.02290,Cross-Lingual Cross-Modal Retrieval through Self-Supervision,"We propose ContextFlow, a novel approach to semantic segmentation. Our method leverages attention mechanisms to achieve state-of-the-art results on competitive benchmarks. Experiments demonstrate improvements of 2.2% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Andrew Tanaka; Dmitri Martinez; Fei Anderson; Geoffrey Ivanov; Geoffrey Moore; Ian Shah; Sergey Chen; Tao Williams,2024,4,cs.IR,knowledge-graphs,0,arXiv-only,8,False,transformer,Yelp Reviews,False
arxiv.202104.00955,Conformal Prediction using Attention Mechanisms,"This paper introduces SpectraNet for semantic segmentation. Unlike prior work that relies on residual connections, we design a self-supervised pre-training framework that directly addresses poor generalization. Evaluation on standard benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Michael Zhang; Pierre Dupont,2021,4,stat.ML,bayesian-methods,32,NeurIPS,2,False,rnn,multiple,False
arxiv.202001.00761,On Autonomous Navigation through Self-Supervision,"Recent advances in foundation models have shown promising results for language understanding. However, existing methods suffer from poor generalization. We address this by proposing UniModel, which combines knowledge distillation with flow matching to overcome these challenges. Our experiments on competitive benchmarks demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Diego Uszkoreit; Jakob Lin; Li Ali; Marie Bernard; Neha Girshick; Yun Thomas,2020,1,cs.RO,sim-to-real,7,ICML,6,True,reinforcement_learning,proprietary,False
arxiv.202410.02298,Constitutional AI via Reinforcement Learning,"This paper introduces FlowMatch for question answering. Unlike prior work that relies on curriculum learning, we design a meta-learning framework that directly addresses scalability issues. Evaluation on widely-used evaluation protocols shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Stefan Zhou,2024,10,cs.AI,planning,0,arXiv-only,1,False,transformer,MuJoCo,False
arxiv.202206.01369,Semi-Supervised Point Cloud Processing with Vision Transformers,"Motivated by recent progress in natural language processing, we develop MetaAdapt for relation extraction. Our framework integrates prompt tuning with a novel pooling module that captures long-range dependencies. Results on standard benchmarks show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Jun Moore,2022,6,cs.CV,image-generation,5045,CVPR,1,True,transformer,Cityscapes,False
arxiv.202311.01723,Zero-Shot Lottery Ticket Hypothesis using Knowledge Distillation,"Motivated by recent progress in deep learning, we develop HyperNet for image synthesis. Our framework integrates flow matching with a novel routing module that captures semantic relationships. Results on diverse evaluation suites show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Alex LeCun; Ilya Goodfellow,2023,11,cs.LG,optimization,17,ICLR,2,True,gnn,custom,False
arxiv.202303.01889,Contrastive Model Compression via Prompt Tuning,"We present a comprehensive study of graph classification in the context of neural architecture design. Through systematic experiments on both synthetic and real-world data, we identify key factors that influence model performance and propose EfficientAI as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Laura Martin; Noam Liu; Pierre Thomas; Yoshua Shazeer,2023,3,cs.LG,meta-learning,4,NeurIPS,4,False,transformer,ImageNet,False
arxiv.202309.02123,Explainable AI Alignment via Reinforcement Learning,"Recent advances in embodied AI have shown promising results for recommendation. However, existing methods suffer from training instability. We address this by proposing FlowMatch, which combines meta-learning with variational inference to overcome these challenges. Our experiments on standard benchmarks demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Li Williams; Zhi Rodriguez,2023,9,cs.AI,multi-agent,1,arXiv-only,2,False,transformer,MuJoCo,False
arxiv.202509.02902,Meta-Learning,"This paper presents FastTune, designed for efficient language understanding. By leveraging gradient checkpointing and multi-head attention, our approach reduces computational cost by 48% while maintaining competitive performance on competitive benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Christopher Girshick; Hiroshi Mueller; Marco Bernard,2025,9,cs.LG,meta-learning,24,ICML,3,True,transformer,CIFAR-10,False
arxiv.202305.02204,Document Understanding via Contrastive Learning,"We present a comprehensive study of image classification in the context of reinforcement learning. Through systematic experiments on multiple established benchmarks, we identify key factors that influence model performance and propose DeepMix as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Ahmed Martin; Chen Shazeer; Kenji Goodfellow; Li Hinton; Percy Uszkoreit; Robert Shazeer; Stefan Zhou,2023,5,cs.CL,summarization,5,AAAI,7,True,transformer,SuperGLUE,False
arxiv.202403.02759,Search Ranking using Large Language Models,"We present a comprehensive study of text generation in the context of computer vision. Through systematic experiments on standard benchmarks, we identify key factors that influence model performance and propose UniModel as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Feng Patel; James Li,2024,3,cs.IR,entity-linking,4,arXiv-only,2,True,diffusion,AG News,False
arxiv.202103.00902,AI Alignment at Scale,"Motivated by recent progress in deep learning, we develop DenseFormer for speech recognition. Our framework integrates graph convolutions with a novel fusion module that captures long-range dependencies. Results on both synthetic and real-world data show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Aditya Xu; Andrei Ali; Elena Xu; Jean Vinyals,2021,3,cs.AI,planning,17,CVPR,4,True,other,not specified,False
arxiv.202508.03021,Unsupervised MCMC Methods using Large Language Models,"We present a comprehensive study of visual reasoning in the context of graph learning. Through systematic experiments on multiple established benchmarks, we identify key factors that influence model performance and propose MetaAdapt as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Jun Singh,2025,8,stat.ML,causal-inference,6,ICLR,1,True,gnn,Penn Treebank,False
arxiv.202112.01030,Point Cloud Processing via Prompt Tuning,"This paper introduces AutoScale for anomaly detection. Unlike prior work that relies on graph convolutions, we design a gradient checkpointing framework that directly addresses domain gap. Evaluation on multiple established benchmarks shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Hiroshi Ma; Kai Wilson; Yann Uszkoreit,2021,12,cs.CV,image-generation,11,CVPR,3,True,bayesian,COCO,False
arxiv.202504.02959,Graph-Based Knowledge Distillation with Vision Transformers,"We present a comprehensive study of relation extraction in the context of graph learning. Through systematic experiments on competitive benchmarks, we identify key factors that influence model performance and propose ContextFlow as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Ahmed Huang; Andrei Wu; Anna Wilson; Christopher Zhou; Hiroshi He; Percy Xu,2025,4,cs.LG,federated-learning,7,arXiv-only,6,True,transformer,multiple,False
arxiv.202308.01835,MCMC Methods for Real-World Applications,"This paper introduces FlowMatch for robot manipulation. Unlike prior work that relies on self-supervised pre-training, we design a attention mechanisms framework that directly addresses domain gap. Evaluation on both synthetic and real-world data shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Aditya Li; Bo Bianchi; Hao Zhou; Maria Vaswani; Yuki Shazeer,2023,8,stat.ML,density-estimation,4,ICLR,5,False,cnn,custom,False
arxiv.202209.01328,Feature Selection,"Recent advances in natural language processing have shown promising results for robot manipulation. However, existing methods suffer from training instability. We address this by proposing TransFormer++, which combines residual connections with prompt tuning to overcome these challenges. Our experiments on both synthetic and real-world data demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Percy Mohamed; Pierre Ma; Siddharth Zhang,2022,9,cs.LG,deep-learning,5,NeurIPS,3,True,diffusion,CIFAR-10,False
arxiv.201905.00419,Explainable Session-Based Recommendation with Theoretical Guarantees,"Recent advances in generative modeling have shown promising results for robot manipulation. However, existing methods suffer from label scarcity. We address this by proposing CrossModal, which combines energy-based models with energy-based models to overcome these challenges. Our experiments on multiple established benchmarks demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Ahmed Huang; Chen Amodei; Jakob Lin; Stefan Vaswani,2019,5,cs.IR,search-ranking,681,ICML,4,False,cnn,MS MARCO,False
arxiv.202109.00967,Rethinking Document Understanding with Limited Labels,"This paper presents FlowMatch, designed for efficient time series forecasting. By leveraging contrastive learning and graph convolutions, our approach reduces computational cost by 36% while maintaining competitive performance on both synthetic and real-world data. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Elena Amodei; Jian Bianchi; Marie Watanabe; Takeshi Tanaka,2021,9,cs.CL,summarization,22,EMNLP,4,False,reinforcement_learning,GLUE,False
arxiv.202312.01912,Drone Navigation with Pre-trained Models,"We propose DeepMix, a novel approach to speech recognition. Our method leverages multi-head attention to achieve state-of-the-art results on both synthetic and real-world data. Experiments demonstrate improvements of 10.1% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Benjamin Yamamoto; Michael Smith; Rui Devlin; Thomas Shazeer,2023,12,cs.RO,human-robot-interaction,14,arXiv-only,4,False,transformer,MuJoCo,False
arxiv.201905.00440,Session-Based Recommendation in Low-Resource Settings,"We study the problem of robot manipulation and propose MetaAdapt, a scalable framework based on contrastive learning. Our key insight is that hierarchical representations capture multi-scale patterns more effectively. Extensive experiments on challenging real-world datasets show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Christopher Garcia; Dario Shazeer; David Thomas; Hao Chen; Ilya Watanabe; Jakob Bernard; Xin Girshick,2019,5,cs.IR,search-ranking,84,arXiv-only,7,True,transformer,AG News,False
arxiv.202108.00798,Cross-Lingual In-Context Learning across Domains,"We study the problem of speech recognition and propose GraphFormer, a scalable framework based on knowledge distillation. Our key insight is that architectural simplicity often outperforms complex designs when properly scaled. Extensive experiments on both synthetic and real-world data show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Yun Zhu; Zhi Uszkoreit,2021,8,cs.CL,sentiment-analysis,4,EMNLP,2,True,bayesian,The Pile,False
arxiv.202510.02824,Object Detection through Self-Supervision,"Motivated by recent progress in deep learning, we develop SpectraNet for speech recognition. Our framework integrates attention mechanisms with a novel fusion module that captures semantic relationships. Results on widely-used evaluation protocols show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Ahmed Xu; Ashish Rossi; Jean Jones; Noam Smith; Siddharth Williams,2025,10,cs.CV,3d-vision,4,ICLR,5,False,bayesian,ModelNet40,True
arxiv.202003.00768,Panoptic Segmentation with Theoretical Guarantees,"We study the problem of visual reasoning and propose ScaleNet, a scalable framework based on LoRA fine-tuning. Our key insight is that progressive training schedules significantly improve convergence. Extensive experiments on challenging real-world datasets show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Anna Johnson; Benjamin Brown; Peng Dupont; Yuki Mohamed; Zhi Vinyals,2020,3,cs.CV,3d-vision,1776,ICLR,5,True,bayesian,CIFAR-100,False
arxiv.201908.00260,Understanding Domain Adaptation with Graph Neural Networks,"This paper presents ScaleNet, designed for efficient visual reasoning. By leveraging contrastive learning and self-supervised pre-training, our approach reduces computational cost by 57% while maintaining competitive performance on both synthetic and real-world data. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Takeshi Watanabe; Yuki Zhang,2019,8,cs.LG,representation-learning,2,arXiv-only,2,True,ensemble,MNIST,False
arxiv.202107.00859,Tool Use in LLMs with Pre-trained Models,"We propose DualPath, a novel approach to recommendation. Our method leverages self-supervised pre-training to achieve state-of-the-art results on competitive benchmarks. Experiments demonstrate improvements of 6.9% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Fatima Yamamoto; Hao Chen; Marco Yamamoto; Olga Kumar; Xin Smith,2021,7,cs.AI,knowledge-representation,12,NeurIPS,5,True,transformer,Atari Games,False
arxiv.202411.02528,Depth Estimation under Distribution Shift,"We study the problem of question answering and propose ScaleNet, a scalable framework based on multi-head attention. Our key insight is that hierarchical representations capture multi-scale patterns more effectively. Extensive experiments on both synthetic and real-world data show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Hao Girshick; Marie Zhou; Ross Liu,2024,11,cs.CV,image-segmentation,87,arXiv-only,3,False,transformer,CIFAR-100,False
arxiv.202412.02400,Session-Based Recommendation at Scale,"We present a comprehensive study of text generation in the context of embodied AI. Through systematic experiments on large-scale datasets, we identify key factors that influence model performance and propose ProtoLearn as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Diego Goodfellow; Michael Thomas; Qiang Moore; Qiang Yamamoto; Sarah Gupta,2024,12,cs.IR,entity-linking,0,arXiv-only,5,False,transformer,Yelp Reviews,False
arxiv.202412.02406,Image Super-Resolution with Theoretical Guarantees,"Motivated by recent progress in deep learning, we develop DenseFormer for code generation. Our framework integrates adversarial training with a novel routing module that captures semantic relationships. Results on large-scale datasets show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Christopher Bernard; Diego Gupta; Fatima Liang; Tao Xu,2024,12,cs.CV,image-segmentation,1,arXiv-only,4,False,transformer,ShapeNet,False
arxiv.202006.00594,Zero-Shot Human-Robot Interaction across Domains,"In this work, we tackle the problem of question answering by introducing ScaleNet. The core idea is to use spectral normalization to learn robust representations that generalize across domains. We validate our approach on widely-used evaluation protocols and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Benjamin Bengio; Chen Martinez; Michael He; Sofia Radford; Takeshi Li,2020,6,cs.RO,manipulation,21,ICML,5,False,transformer,MuJoCo,False
arxiv.202204.01322,Robot Manipulation using Attention Mechanisms,"Motivated by recent progress in deep learning, we develop ContextFlow for code generation. Our framework integrates prompt tuning with a novel fusion module that captures temporal dynamics. Results on widely-used evaluation protocols show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Dmitri Garcia; Hiroshi Zhou; Marco Rossi; Priya Kumar; Siddharth Smith; Takeshi Li; Yuki Mueller,2022,4,cs.RO,autonomous-driving,4,arXiv-only,7,True,transformer,custom,False
arxiv.202509.02937,Tool Use in LLMs using Mixture of Experts,"We propose DualPath, a novel approach to question answering. Our method leverages LoRA fine-tuning to achieve state-of-the-art results on multiple established benchmarks. Experiments demonstrate improvements of 4.0% over previous methods. We further analyze the effectiveness of our approach through extensive ablation studies and show its generalization across multiple settings.",Li Patel; Sofia Huang,2025,9,cs.AI,multi-agent,1,AAAI,2,True,transformer,multiple,False
arxiv.202210.01267,Progressive Face Recognition using Mixture of Experts,"Motivated by recent progress in natural language processing, we develop SparseGPT for image classification. Our framework integrates data augmentation with a novel fusion module that captures semantic relationships. Results on challenging real-world datasets show consistent improvements across all evaluation metrics, establishing a new baseline for future research.",Ian Wilson; Jun Devlin; Marie Wilson; Oriol Mohamed; Sarah Wilson,2022,10,cs.CV,image-generation,10,ICLR,5,True,transformer,COCO,False
arxiv.202007.00468,Scalable Visual Grounding using Knowledge Distillation,"We present a comprehensive study of robot manipulation in the context of deep learning. Through systematic experiments on large-scale datasets, we identify key factors that influence model performance and propose UniModel as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Christopher Devlin; Dario Mueller; Kaiming Taylor; Percy Moore,2020,7,cs.CV,image-generation,41,CVPR,4,False,transformer,KITTI,False
arxiv.202208.01657,Few-Shot 3D Reconstruction across Domains,"In this work, we tackle the problem of object detection by introducing DeepReason. The core idea is to use knowledge distillation to learn robust representations that generalize across domains. We validate our approach on standard benchmarks and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Omar Sun; Pierre Sutskever; Priya Brown; Priya Rossi,2022,8,cs.CV,video-understanding,59,ICML,4,False,transformer,ModelNet40,False
arxiv.202408.02485,End-to-End Hyperparameter Optimization,"This paper introduces SpectraNet for question answering. Unlike prior work that relies on denoising diffusion, we design a flow matching framework that directly addresses distribution shift. Evaluation on challenging real-world datasets shows that our approach outperforms existing baselines by a significant margin while requiring fewer computational resources.",Benjamin Xu; Bo Hinton; Emily Rodriguez; Fatima Tanaka; Feng Patel; Ian Amodei; Noam Bianchi; Peng Li; Ross Bengio,2024,8,cs.LG,federated-learning,138,EMNLP,9,False,diffusion,ImageNet,False
arxiv.202311.02049,Neural Architecture Search with Transformers,"This paper presents DeepMix, designed for efficient speech recognition. By leveraging mixture of experts and knowledge distillation, our approach reduces computational cost by 27% while maintaining competitive performance on standard benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Robert Liang,2023,11,cs.LG,federated-learning,2,NAACL,1,True,transformer,ImageNet,False
arxiv.202310.02220,Deep Learning Theory using Mixture of Experts,"Recent advances in neural architecture design have shown promising results for robot manipulation. However, existing methods suffer from scalability issues. We address this by proposing NeuralBridge, which combines spectral normalization with denoising diffusion to overcome these challenges. Our experiments on diverse evaluation suites demonstrate both improved accuracy and efficiency compared to state-of-the-art approaches.",Dmitri Hinton; Neha Zhang; Yun Wang; Zhi Rossi,2023,10,cs.LG,optimization,3,arXiv-only,4,False,gnn,multiple,True
arxiv.202311.02025,Contrastive General Intelligence with Vision Transformers,"We present a comprehensive study of object detection in the context of generative modeling. Through systematic experiments on multiple established benchmarks, we identify key factors that influence model performance and propose AdaptNet as a unified solution. Our approach achieves competitive results while being significantly more parameter-efficient than existing methods.",Dario Ali; Matthew Anderson; Olga Popov; Yann Brown,2023,11,cs.AI,safety,7,ICML,4,True,transformer,not specified,False
arxiv.202105.00923,Session-Based Recommendation with Limited Labels,"We study the problem of semantic segmentation and propose DeepMix, a scalable framework based on mixture of experts. Our key insight is that hierarchical representations capture multi-scale patterns more effectively. Extensive experiments on multiple established benchmarks show that our method achieves new state-of-the-art results while maintaining practical inference times. Code and models are publicly available.",Kai Dupont,2021,5,cs.IR,knowledge-graphs,46,CVPR,1,False,gnn,Natural Questions,False
arxiv.202410.02572,Prompt Engineering under Distribution Shift,"This paper presents DualPath, designed for efficient code generation. By leveraging attention mechanisms and variational inference, our approach reduces computational cost by 23% while maintaining competitive performance on large-scale datasets. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Sergey Smith,2024,10,cs.CL,summarization,117,arXiv-only,1,False,diffusion,RedPajama,False
arxiv.202005.00655,Contrastive Causal Inference via Reinforcement Learning,"This paper presents DenseFormer, designed for efficient recommendation. By leveraging knowledge distillation and attention mechanisms, our approach reduces computational cost by 40% while maintaining competitive performance on standard benchmarks. We provide detailed analysis of the trade-offs between efficiency and accuracy.",Zhi Yang,2020,5,stat.ML,causal-inference,7,ICML,1,True,reinforcement_learning,not specified,False
arxiv.202004.00609,Video Understanding with Limited Labels,"In this work, we tackle the problem of semantic segmentation by introducing SparseGPT. The core idea is to use mixture of experts to learn robust representations that generalize across domains. We validate our approach on large-scale datasets and demonstrate substantial improvements. We also provide theoretical analysis supporting our design choices.",Ian Gao; Ilya Yamamoto; Peng He; Takeshi Xu,2020,4,cs.CV,image-segmentation,2,arXiv-only,4,True,gnn,CelebA,False
