year_month,skill,skill_category,job_count,median_salary_mid_usd,remote_share,share_of_postings
2025-01,Experiment Design,analytics,218,137500,0.431,0.1727
2025-01,Excel,bi,203,128000,0.414,0.1609
2025-01,Tableau,bi,202,127500,0.411,0.1601
2025-01,dbt,data-platform,194,149000,0.381,0.1537
2025-01,Prompt Engineering,llm,192,173500,0.438,0.1521
2025-01,Spark,data-platform,184,150000,0.391,0.1458
2025-01,Airflow,data-platform,182,155000,0.401,0.1442
2025-01,Data Modeling,analytics,176,145500,0.335,0.1395
2025-01,scikit-learn,ml,175,142000,0.469,0.1387
2025-01,FastAPI,backend,173,173000,0.451,0.1371
2025-01,XGBoost,ml,170,142000,0.447,0.1347
2025-01,Feature Engineering,ml,167,142000,0.467,0.1323
2025-01,Feature Store,mlops,158,156500,0.399,0.1252
2025-01,Kubernetes,platform,144,156000,0.382,0.1141
2025-01,MLflow,mlops,141,164000,0.404,0.1117
2025-01,Vector Databases,llm,139,179000,0.46,0.1101
2025-01,LLM Evaluation,llm,137,180000,0.431,0.1086
2025-01,CI/CD,platform,136,156500,0.397,0.1078
2025-01,RAG,llm,128,177000,0.43,0.1014
2025-01,Stakeholder Management,product,122,131500,0.393,0.0967
2025-01,Jupyter,tooling,119,132000,0.429,0.0943
2025-01,Transformers,ml,105,173000,0.457,0.0832
2025-01,LangChain,llm,102,168500,0.402,0.0808
2025-01,TensorFlow,ml,95,156000,0.389,0.0753
2025-01,Kafka,data-platform,87,159000,0.414,0.0689
2025-01,OpenAI API,llm,79,174000,0.392,0.0626
2025-02,Python,programming,1114,152000,0.399,0.8806
2025-02,SQL,analytics,736,142000,0.406,0.5818
2025-02,Azure,cloud,463,151000,0.406,0.366
2025-02,GCP,cloud,461,148000,0.375,0.3644
2025-02,AWS,cloud,430,149000,0.412,0.3399
2025-02,Statistics,analytics,338,145000,0.402,0.2672
2025-02,Looker,bi,284,135500,0.412,0.2245
2025-02,BigQuery,data-platform,280,145000,0.386,0.2213
2025-02,Snowflake,data-platform,278,149500,0.406,0.2198
2025-02,Pandas,analytics,257,142000,0.389,0.2032
2025-02,A/B Testing,analytics,254,141000,0.394,0.2008
2025-02,PyTorch,ml,241,162000,0.402,0.1905
2025-02,Databricks,data-platform,238,154000,0.399,0.1881
2025-02,Docker,platform,234,156000,0.359,0.185
2025-02,Prompt Engineering,llm,225,161000,0.391,0.1779
2025-02,Experiment Design,analytics,223,153000,0.39,0.1763
2025-02,Excel,bi,198,134000,0.414,0.1565
2025-02,FastAPI,backend,196,170000,0.408,0.1549
2025-02,dbt,data-platform,192,144500,0.443,0.1518
2025-02,Tableau,bi,186,136000,0.392,0.147
2025-02,Spark,data-platform,180,155000,0.45,0.1423
2025-02,scikit-learn,ml,177,153000,0.373,0.1399
2025-02,XGBoost,ml,174,153500,0.385,0.1375
2025-02,Feature Engineering,ml,170,151000,0.376,0.1344
2025-02,Airflow,data-platform,169,160000,0.402,0.1336
2025-02,Data Modeling,analytics,167,146000,0.425,0.132
2025-02,RAG,llm,155,161000,0.419,0.1225
2025-02,Vector Databases,llm,155,166000,0.432,0.1225
2025-02,LLM Evaluation,llm,149,170000,0.409,0.1178
2025-02,Jupyter,tooling,136,140500,0.353,0.1075
2025-02,Kubernetes,platform,135,157000,0.378,0.1067
2025-02,CI/CD,platform,132,165000,0.394,0.1043
2025-02,MLflow,mlops,132,154000,0.364,0.1043
2025-02,Feature Store,mlops,130,159000,0.362,0.1028
2025-02,LangChain,llm,121,155000,0.397,0.0957
2025-02,Stakeholder Management,product,112,128000,0.393,0.0885
2025-02,Transformers,ml,105,160000,0.41,0.083
2025-02,Kafka,data-platform,97,150000,0.433,0.0767
2025-02,OpenAI API,llm,97,160000,0.371,0.0767
2025-02,TensorFlow,ml,85,171000,0.318,0.0672
2025-03,Python,programming,1236,153000,0.394,0.8735
2025-03,SQL,analytics,806,143000,0.385,0.5696
2025-03,Azure,cloud,527,147000,0.421,0.3724
2025-03,GCP,cloud,515,148000,0.392,0.364
2025-03,AWS,cloud,511,154000,0.374,0.3611
2025-03,Statistics,analytics,386,148000,0.36,0.2728
2025-03,Looker,bi,318,135000,0.39,0.2247
2025-03,Snowflake,data-platform,318,146000,0.428,0.2247
2025-03,BigQuery,data-platform,309,148000,0.411,0.2184
2025-03,A/B Testing,analytics,299,145000,0.355,0.2113
2025-03,Pandas,analytics,296,146000,0.355,0.2092
2025-03,PyTorch,ml,291,155000,0.395,0.2057
2025-03,Docker,platform,277,154000,0.39,0.1958
2025-03,Prompt Engineering,llm,242,162500,0.455,0.171
2025-03,Experiment Design,analytics,240,151000,0.4,0.1696
2025-03,Databricks,data-platform,235,142000,0.438,0.1661
2025-03,Excel,bi,226,133500,0.385,0.1597
2025-03,Tableau,bi,226,131000,0.381,0.1597
2025-03,dbt,data-platform,206,150000,0.413,0.1456
2025-03,FastAPI,backend,200,170500,0.455,0.1413
2025-03,Spark,data-platform,198,150500,0.419,0.1399
2025-03,XGBoost,ml,196,150500,0.362,0.1385
2025-03,scikit-learn,ml,192,151000,0.354,0.1357
2025-03,Airflow,data-platform,191,150000,0.403,0.135
2025-03,Data Modeling,analytics,184,146000,0.429,0.13
2025-03,Feature Engineering,ml,183,151000,0.35,0.1293
2025-03,Kubernetes,platform,178,153000,0.388,0.1258
2025-03,CI/CD,platform,175,157000,0.406,0.1237
2025-03,Feature Store,mlops,168,153000,0.47,0.1187
2025-03,MLflow,mlops,165,156000,0.37,0.1166
2025-03,RAG,llm,162,165000,0.438,0.1145
2025-03,Vector Databases,llm,157,176000,0.401,0.111
2025-03,Jupyter,tooling,153,150000,0.353,0.1081
2025-03,LLM Evaluation,llm,151,172000,0.45,0.1067
2025-03,Stakeholder Management,product,130,134000,0.4,0.0919
2025-03,Transformers,ml,116,162500,0.379,0.082
2025-03,OpenAI API,llm,108,165500,0.435,0.0763
2025-03,LangChain,llm,107,167000,0.402,0.0756
2025-03,TensorFlow,ml,104,153000,0.356,0.0735
2025-03,Kafka,data-platform,87,151000,0.425,0.0615
2025-04,Python,programming,1167,154000,0.394,0.8808
2025-04,SQL,analytics,762,141500,0.413,0.5751
2025-04,AWS,cloud,502,150000,0.373,0.3789
2025-04,Azure,cloud,469,153000,0.431,0.354
2025-04,GCP,cloud,467,152000,0.381,0.3525
2025-04,Statistics,analytics,351,148000,0.422,0.2649
2025-04,BigQuery,data-platform,302,147000,0.407,0.2279
2025-04,PyTorch,ml,291,161000,0.399,0.2196
2025-04,Snowflake,data-platform,279,140000,0.423,0.2106
2025-04,Docker,platform,269,158000,0.353,0.203
2025-04,Looker,bi,259,128000,0.432,0.1955
2025-04,Experiment Design,analytics,244,145500,0.434,0.1842
2025-04,A/B Testing,analytics,233,143000,0.425,0.1758
2025-04,Databricks,data-platform,228,152000,0.461,0.1721
2025-04,Pandas,analytics,227,139000,0.388,0.1713
2025-04,Prompt Engineering,llm,220,164000,0.382,0.166
2025-04,dbt,data-platform,211,144000,0.389,0.1592
2025-04,Airflow,data-platform,206,156000,0.393,0.1555
2025-04,Spark,data-platform,198,157000,0.419,0.1494
2025-04,Feature Engineering,ml,189,149000,0.413,0.1426
2025-04,Data Modeling,analytics,185,141000,0.422,0.1396
2025-04,Excel,bi,185,130000,0.454,0.1396
2025-04,Tableau,bi,185,130000,0.465,0.1396
2025-04,FastAPI,backend,183,170000,0.393,0.1381
2025-04,XGBoost,ml,182,154000,0.407,0.1374
2025-04,scikit-learn,ml,182,149000,0.363,0.1374
2025-04,MLflow,mlops,161,154000,0.379,0.1215
2025-04,RAG,llm,158,175500,0.335,0.1192
2025-04,CI/CD,platform,154,155500,0.416,0.1162
2025-04,Kubernetes,platform,154,151500,0.338,0.1162
2025-04,Vector Databases,llm,147,166000,0.422,0.1109
2025-04,Feature Store,mlops,144,157000,0.333,0.1087
2025-04,LLM Evaluation,llm,141,179000,0.376,0.1064
2025-04,Jupyter,tooling,136,143500,0.404,0.1026
2025-04,Kafka,data-platform,115,159000,0.417,0.0868
2025-04,Stakeholder Management,product,113,126000,0.487,0.0853
2025-04,Transformers,ml,110,175000,0.364,0.083
2025-04,OpenAI API,llm,101,166000,0.376,0.0762
2025-04,LangChain,llm,99,177000,0.333,0.0747
2025-04,TensorFlow,ml,91,163000,0.407,0.0687
2025-05,Python,programming,1340,149000,0.389,0.8764
2025-05,SQL,analytics,859,138000,0.388,0.5618
2025-05,GCP,cloud,572,148000,0.362,0.3741
2025-05,AWS,cloud,555,143000,0.391,0.363
2025-05,Azure,cloud,536,149500,0.401,0.3506
2025-05,Statistics,analytics,392,139000,0.411,0.2564
2025-05,BigQuery,data-platform,347,148000,0.392,0.2269
2025-05,Snowflake,data-platform,334,139500,0.392,0.2184
2025-05,Docker,platform,332,161000,0.386,0.2171
2025-05,PyTorch,ml,323,157000,0.399,0.2112
2025-05,Looker,bi,318,137000,0.362,0.208
2025-05,A/B Testing,analytics,286,133500,0.395,0.1871
2025-05,Pandas,analytics,281,129000,0.399,0.1838
2025-05,Prompt Engineering,llm,273,168000,0.366,0.1785
2025-05,Experiment Design,analytics,262,145000,0.42,0.1714
2025-05,Databricks,data-platform,255,147000,0.353,0.1668
2025-05,FastAPI,backend,247,171000,0.36,0.1615
2025-05,Tableau,bi,231,133000,0.342,0.1511
2025-05,Excel,bi,227,132000,0.348,0.1485
2025-05,Airflow,data-platform,223,147000,0.381,0.1458
2025-05,dbt,data-platform,222,143000,0.36,0.1452
2025-05,Spark,data-platform,217,147000,0.382,0.1419
2025-05,LLM Evaluation,llm,205,173000,0.39,0.1341
2025-05,Data Modeling,analytics,202,147000,0.401,0.1321
2025-05,Feature Engineering,ml,202,148500,0.47,0.1321
2025-05,XGBoost,ml,196,150000,0.495,0.1282
2025-05,RAG,llm,193,171000,0.373,0.1262
2025-05,scikit-learn,ml,193,153000,0.451,0.1262
2025-05,Vector Databases,llm,185,168000,0.346,0.121
2025-05,Kubernetes,platform,183,157000,0.388,0.1197
2025-05,CI/CD,platform,182,161000,0.385,0.119
2025-05,MLflow,mlops,182,149000,0.363,0.119
2025-05,Feature Store,mlops,165,148000,0.321,0.1079
2025-05,Jupyter,tooling,159,142000,0.447,0.104
2025-05,LangChain,llm,145,168000,0.407,0.0948
2025-05,Stakeholder Management,product,145,136000,0.386,0.0948
2025-05,OpenAI API,llm,120,173000,0.4,0.0785
2025-05,TensorFlow,ml,114,154000,0.36,0.0746
2025-05,Transformers,ml,112,156500,0.429,0.0733
2025-05,Kafka,data-platform,98,142500,0.357,0.0641
2025-06,Python,programming,1342,155000,0.416,0.8846
2025-06,SQL,analytics,895,144000,0.423,0.59
2025-06,AWS,cloud,561,151000,0.424,0.3698
2025-06,GCP,cloud,549,152000,0.43,0.3619
2025-06,Azure,cloud,537,155000,0.428,0.354
2025-06,Statistics,analytics,450,148500,0.411,0.2966
2025-06,PyTorch,ml,377,166000,0.393,0.2485
2025-06,BigQuery,data-platform,362,150500,0.42,0.2386
2025-06,Snowflake,data-platform,332,144500,0.419,0.2189
2025-06,Looker,bi,309,137000,0.46,0.2037
2025-06,A/B Testing,analytics,306,142000,0.435,0.2017
2025-06,Experiment Design,analytics,303,156000,0.396,0.1997
2025-06,Pandas,analytics,302,144500,0.424,0.1991
2025-06,Docker,platform,284,161500,0.44,0.1872
2025-06,Feature Engineering,ml,247,160000,0.397,0.1628
2025-06,Databricks,data-platform,242,148500,0.401,0.1595
2025-06,scikit-learn,ml,240,156500,0.383,0.1582
2025-06,XGBoost,ml,234,158000,0.372,0.1543
2025-06,Excel,bi,232,131000,0.444,0.1529
2025-06,dbt,data-platform,229,144000,0.428,0.151
2025-06,Tableau,bi,225,130000,0.458,0.1483
2025-06,Spark,data-platform,222,147000,0.446,0.1463
2025-06,Prompt Engineering,llm,216,174500,0.375,0.1424
2025-06,Data Modeling,analytics,211,143000,0.46,0.1391
2025-06,Airflow,data-platform,204,147000,0.417,0.1345
2025-06,FastAPI,backend,185,182000,0.357,0.122
2025-06,Kubernetes,platform,179,165000,0.497,0.118
2025-06,CI/CD,platform,177,159000,0.458,0.1167
2025-06,Feature Store,mlops,173,165000,0.422,0.114
2025-06,MLflow,mlops,167,164000,0.473,0.1101
2025-06,Jupyter,tooling,166,150000,0.392,0.1094
2025-06,RAG,llm,147,178000,0.354,0.0969
2025-06,LLM Evaluation,llm,143,182000,0.371,0.0943
2025-06,Vector Databases,llm,138,184500,0.29,0.091
2025-06,Stakeholder Management,product,129,134000,0.395,0.085
2025-06,TensorFlow,ml,119,162000,0.454,0.0784
2025-06,Transformers,ml,115,181000,0.304,0.0758
2025-06,Kafka,data-platform,113,151000,0.425,0.0745
2025-06,LangChain,llm,110,172500,0.355,0.0725
2025-06,OpenAI API,llm,102,186000,0.324,0.0672
2025-07,Python,programming,1339,154000,0.403,0.8821
2025-07,SQL,analytics,851,144000,0.407,0.5606
2025-07,GCP,cloud,597,154000,0.419,0.3933
2025-07,Azure,cloud,570,149000,0.409,0.3755
2025-07,AWS,cloud,565,148000,0.386,0.3722
2025-07,Statistics,analytics,380,153000,0.442,0.2503
2025-07,Snowflake,data-platform,367,148000,0.373,0.2418
2025-07,BigQuery,data-platform,358,149000,0.422,0.2358
2025-07,PyTorch,ml,343,157000,0.429,0.226
2025-07,Docker,platform,318,157500,0.409,0.2095
2025-07,Looker,bi,301,137000,0.385,0.1983
2025-07,Pandas,analytics,291,147000,0.416,0.1917
2025-07,A/B Testing,analytics,283,151000,0.428,0.1864
2025-07,Databricks,data-platform,269,145000,0.383,0.1772
2025-07,Airflow,data-platform,248,149500,0.431,0.1634
2025-07,Experiment Design,analytics,238,157000,0.42,0.1568
2025-07,Spark,data-platform,235,153000,0.417,0.1548
2025-07,dbt,data-platform,233,143000,0.356,0.1535
2025-07,Prompt Engineering,llm,231,168000,0.411,0.1522
2025-07,Excel,bi,222,131500,0.414,0.1462
2025-07,Tableau,bi,221,137000,0.425,0.1456
2025-07,FastAPI,backend,219,171000,0.374,0.1443
2025-07,Feature Engineering,ml,211,160000,0.403,0.139
2025-07,Feature Store,mlops,208,152000,0.409,0.137
2025-07,Data Modeling,analytics,207,144000,0.415,0.1364
2025-07,XGBoost,ml,203,154000,0.414,0.1337
2025-07,Kubernetes,platform,199,148000,0.407,0.1311
2025-07,MLflow,mlops,199,150000,0.417,0.1311
2025-07,scikit-learn,ml,198,156500,0.434,0.1304
2025-07,CI/CD,platform,197,146000,0.396,0.1298
2025-07,RAG,llm,179,171000,0.413,0.1179
2025-07,LLM Evaluation,llm,175,168000,0.383,0.1153
2025-07,Vector Databases,llm,153,174000,0.346,0.1008
2025-07,Jupyter,tooling,151,157000,0.391,0.0995
2025-07,LangChain,llm,133,171000,0.398,0.0876
2025-07,Stakeholder Management,product,126,131000,0.429,0.083
2025-07,OpenAI API,llm,125,162000,0.4,0.0823
2025-07,TensorFlow,ml,125,153000,0.4,0.0823
2025-07,Kafka,data-platform,111,145000,0.396,0.0731
2025-07,Transformers,ml,107,168000,0.402,0.0705
2025-08,Python,programming,1433,149000,0.408,0.8738
2025-08,SQL,analytics,983,139000,0.407,0.5994
2025-08,Azure,cloud,590,147000,0.392,0.3598
2025-08,AWS,cloud,574,147000,0.408,0.35
2025-08,GCP,cloud,571,146000,0.384,0.3482
2025-08,Statistics,analytics,430,146000,0.426,0.2622
2025-08,Snowflake,data-platform,394,141500,0.424,0.2402
2025-08,BigQuery,data-platform,388,143500,0.399,0.2366
2025-08,PyTorch,ml,352,159500,0.412,0.2146
2025-08,Looker,bi,344,129500,0.413,0.2098
2025-08,A/B Testing,analytics,324,140000,0.448,0.1976
2025-08,Docker,platform,308,161000,0.383,0.1878
2025-08,Pandas,analytics,307,140000,0.427,0.1872
2025-08,Databricks,data-platform,305,141000,0.416,0.186
2025-08,Experiment Design,analytics,292,152000,0.377,0.178
2025-08,Airflow,data-platform,278,145500,0.399,0.1695
2025-08,dbt,data-platform,274,138000,0.434,0.1671
2025-08,Prompt Engineering,llm,259,168000,0.371,0.1579
2025-08,Tableau,bi,253,126000,0.403,0.1543
2025-08,Spark,data-platform,248,140500,0.448,0.1512
2025-08,Excel,bi,244,127500,0.393,0.1488
2025-08,Data Modeling,analytics,242,138000,0.438,0.1476
2025-08,Feature Engineering,ml,230,155500,0.404,0.1402
2025-08,FastAPI,backend,229,173000,0.371,0.1396
2025-08,XGBoost,ml,226,158000,0.381,0.1378
2025-08,scikit-learn,ml,214,154000,0.374,0.1305
2025-08,RAG,llm,185,172000,0.395,0.1128
2025-08,CI/CD,platform,181,158000,0.398,0.1104
2025-08,Kubernetes,platform,180,159000,0.411,0.1098
2025-08,Jupyter,tooling,179,159000,0.413,0.1091
2025-08,Feature Store,mlops,172,159500,0.401,0.1049
2025-08,LLM Evaluation,llm,171,173000,0.398,0.1043
2025-08,MLflow,mlops,165,160000,0.388,0.1006
2025-08,Vector Databases,llm,164,169000,0.378,0.1
2025-08,Stakeholder Management,product,145,134000,0.352,0.0884
2025-08,Transformers,ml,139,168000,0.417,0.0848
2025-08,Kafka,data-platform,136,137000,0.397,0.0829
2025-08,LangChain,llm,124,170500,0.379,0.0756
2025-08,TensorFlow,ml,104,155500,0.404,0.0634
2025-08,OpenAI API,llm,93,174000,0.43,0.0567
2025-09,Python,programming,1477,151000,0.405,0.885
2025-09,SQL,analytics,963,143000,0.404,0.577
2025-09,GCP,cloud,637,151000,0.416,0.3817
2025-09,AWS,cloud,636,151000,0.401,0.3811
2025-09,Azure,cloud,609,147000,0.389,0.3649
2025-09,Statistics,analytics,435,143000,0.434,0.2606
2025-09,BigQuery,data-platform,388,145000,0.415,0.2325
2025-09,Snowflake,data-platform,377,149000,0.377,0.2259
2025-09,PyTorch,ml,354,154000,0.401,0.2121
2025-09,Docker,platform,350,155000,0.369,0.2097
2025-09,Looker,bi,344,132000,0.378,0.2061
2025-09,A/B Testing,analytics,341,135000,0.381,0.2043
2025-09,Pandas,analytics,329,134000,0.401,0.1971
2025-09,Experiment Design,analytics,300,152000,0.413,0.1797
2025-09,Databricks,data-platform,293,151000,0.43,0.1756
2025-09,dbt,data-platform,256,152000,0.449,0.1534
2025-09,scikit-learn,ml,253,148000,0.403,0.1516
2025-09,Airflow,data-platform,252,156000,0.405,0.151
2025-09,XGBoost,ml,251,151000,0.422,0.1504
2025-09,Prompt Engineering,llm,249,169000,0.418,0.1492
2025-09,Feature Engineering,ml,244,154000,0.41,0.1462
2025-09,Tableau,bi,243,126000,0.35,0.1456
2025-09,Excel,bi,242,128500,0.351,0.145
2025-09,Spark,data-platform,238,146000,0.416,0.1426
2025-09,Data Modeling,analytics,231,149000,0.433,0.1384
2025-09,MLflow,mlops,231,154000,0.346,0.1384
2025-09,FastAPI,backend,225,175000,0.431,0.1348
2025-09,Kubernetes,platform,221,156000,0.394,0.1324
2025-09,CI/CD,platform,213,154000,0.333,0.1276
2025-09,Feature Store,mlops,201,154000,0.358,0.1204
2025-09,RAG,llm,189,173000,0.407,0.1132
2025-09,Jupyter,tooling,186,147500,0.392,0.1114
2025-09,LLM Evaluation,llm,171,177000,0.404,0.1025
2025-09,Vector Databases,llm,162,175000,0.395,0.0971
2025-09,Stakeholder Management,product,138,143000,0.355,0.0827
2025-09,TensorFlow,ml,134,155000,0.403,0.0803
2025-09,Transformers,ml,116,161000,0.466,0.0695
2025-09,Kafka,data-platform,114,152500,0.439,0.0683
2025-09,LangChain,llm,109,156000,0.376,0.0653
2025-09,OpenAI API,llm,106,173000,0.396,0.0635
2025-10,Python,programming,1553,148000,0.392,0.8769
2025-10,SQL,analytics,1013,140000,0.386,0.572
2025-10,GCP,cloud,670,144000,0.409,0.3783
2025-10,Azure,cloud,662,145500,0.408,0.3738
2025-10,AWS,cloud,626,145000,0.401,0.3535
2025-10,Statistics,analytics,464,142500,0.399,0.262
2025-10,BigQuery,data-platform,396,146500,0.366,0.2236
2025-10,PyTorch,ml,396,150500,0.422,0.2236
2025-10,Snowflake,data-platform,388,143000,0.405,0.2191
2025-10,Looker,bi,378,131000,0.365,0.2134
2025-10,Docker,platform,359,151000,0.401,0.2027
2025-10,A/B Testing,analytics,345,141000,0.371,0.1948
2025-10,Pandas,analytics,323,140000,0.396,0.1824
2025-10,Databricks,data-platform,308,145500,0.393,0.1739
2025-10,Experiment Design,analytics,293,151000,0.437,0.1654
2025-10,Prompt Engineering,llm,293,164000,0.355,0.1654
2025-10,dbt,data-platform,278,140000,0.363,0.157
2025-10,Airflow,data-platform,269,146000,0.401,0.1519
2025-10,Spark,data-platform,264,149000,0.436,0.1491
2025-10,Excel,bi,263,129000,0.407,0.1485
2025-10,Tableau,bi,262,127500,0.385,0.1479
2025-10,FastAPI,backend,244,175000,0.348,0.1378
2025-10,Feature Engineering,ml,242,155000,0.434,0.1366
2025-10,Feature Store,mlops,235,145000,0.477,0.1327
2025-10,Data Modeling,analytics,234,138000,0.38,0.1321
2025-10,XGBoost,ml,227,156000,0.427,0.1282
2025-10,CI/CD,platform,220,145000,0.468,0.1242
2025-10,scikit-learn,ml,219,155000,0.42,0.1237
2025-10,Kubernetes,platform,206,148500,0.442,0.1163
2025-10,MLflow,mlops,206,145000,0.451,0.1163
2025-10,LLM Evaluation,llm,202,170000,0.351,0.1141
2025-10,RAG,llm,194,158000,0.376,0.1095
2025-10,Vector Databases,llm,174,167000,0.328,0.0982
2025-10,Jupyter,tooling,156,157000,0.417,0.0881
2025-10,LangChain,llm,148,171000,0.331,0.0836
2025-10,Transformers,ml,143,154000,0.385,0.0807
2025-10,Stakeholder Management,product,141,124000,0.383,0.0796
2025-10,OpenAI API,llm,135,147000,0.326,0.0762
2025-10,Kafka,data-platform,134,147000,0.403,0.0757
2025-10,TensorFlow,ml,132,144500,0.447,0.0745
2025-11,Python,programming,1578,152000,0.414,0.889
2025-11,SQL,analytics,1021,142000,0.42,0.5752
2025-11,Azure,cloud,688,150000,0.446,0.3876
2025-11,GCP,cloud,676,147000,0.414,0.3808
2025-11,AWS,cloud,646,156000,0.396,0.3639
2025-11,Statistics,analytics,500,144000,0.402,0.2817
2025-11,PyTorch,ml,393,164000,0.394,0.2214
2025-11,Looker,bi,386,133500,0.446,0.2175
2025-11,BigQuery,data-platform,383,142000,0.418,0.2158
2025-11,A/B Testing,analytics,377,138000,0.448,0.2124
2025-11,Snowflake,data-platform,368,154000,0.435,0.2073
2025-11,Pandas,analytics,359,141000,0.44,0.2023
2025-11,Docker,platform,346,161000,0.413,0.1949
2025-11,Databricks,data-platform,314,163000,0.42,0.1769
2025-11,Experiment Design,analytics,306,153000,0.382,0.1724
2025-11,Tableau,bi,304,131000,0.414,0.1713
2025-11,Excel,bi,299,131000,0.435,0.1685
2025-11,Prompt Engineering,llm,272,169000,0.346,0.1532
2025-11,scikit-learn,ml,261,153000,0.383,0.147
2025-11,Spark,data-platform,257,157000,0.455,0.1448
2025-11,XGBoost,ml,254,152000,0.386,0.1431
2025-11,Airflow,data-platform,253,162000,0.451,0.1425
2025-11,Feature Engineering,ml,250,150000,0.364,0.1408
2025-11,FastAPI,backend,248,170000,0.383,0.1397
2025-11,dbt,data-platform,245,142000,0.457,0.138
2025-11,MLflow,mlops,228,157000,0.461,0.1285
2025-11,Data Modeling,analytics,218,149500,0.472,0.1228
2025-11,Kubernetes,platform,215,159000,0.423,0.1211
2025-11,Feature Store,mlops,207,162000,0.444,0.1166
2025-11,CI/CD,platform,193,159000,0.435,0.1087
2025-11,RAG,llm,184,181000,0.326,0.1037
2025-11,LLM Evaluation,llm,181,169000,0.348,0.102
2025-11,Jupyter,tooling,180,142500,0.4,0.1014
2025-11,Vector Databases,llm,176,171500,0.364,0.0992
2025-11,Stakeholder Management,product,146,136000,0.397,0.0823
2025-11,Transformers,ml,139,174000,0.388,0.0783
2025-11,Kafka,data-platform,137,163000,0.423,0.0772
2025-11,LangChain,llm,135,166000,0.385,0.0761
2025-11,TensorFlow,ml,120,148000,0.45,0.0676
2025-11,OpenAI API,llm,119,171000,0.395,0.067
2025-12,Python,programming,1556,156000,0.411,0.8801
2025-12,SQL,analytics,1036,145500,0.409,0.586
2025-12,GCP,cloud,672,155500,0.4,0.3801
2025-12,AWS,cloud,663,152000,0.401,0.375
2025-12,Azure,cloud,635,155000,0.411,0.3592
2025-12,Statistics,analytics,501,148000,0.387,0.2834
2025-12,PyTorch,ml,414,159000,0.389,0.2342
2025-12,BigQuery,data-platform,400,152500,0.385,0.2262
2025-12,Snowflake,data-platform,392,149000,0.418,0.2217
2025-12,Looker,bi,374,136000,0.417,0.2115
2025-12,A/B Testing,analytics,356,142500,0.419,0.2014
2025-12,Docker,platform,355,163000,0.403,0.2008
2025-12,Pandas,analytics,343,144000,0.423,0.194
2025-12,Experiment Design,analytics,335,154000,0.4,0.1895
2025-12,Databricks,data-platform,314,156000,0.414,0.1776
2025-12,Tableau,bi,288,134000,0.403,0.1629
2025-12,Excel,bi,274,129500,0.427,0.155
2025-12,XGBoost,ml,272,155000,0.404,0.1538
2025-12,Feature Engineering,ml,263,159000,0.376,0.1488
2025-12,scikit-learn,ml,262,157500,0.408,0.1482
2025-12,Spark,data-platform,260,162000,0.423,0.1471
2025-12,dbt,data-platform,256,149000,0.445,0.1448
2025-12,Airflow,data-platform,254,158000,0.445,0.1437
2025-12,Prompt Engineering,llm,252,170000,0.373,0.1425
2025-12,Kubernetes,platform,229,161000,0.428,0.1295
2025-12,CI/CD,platform,224,157000,0.406,0.1267
2025-12,Feature Store,mlops,224,153000,0.406,0.1267
2025-12,Data Modeling,analytics,219,149000,0.461,0.1239
2025-12,MLflow,mlops,219,155000,0.393,0.1239
2025-12,FastAPI,backend,218,173500,0.381,0.1233
2025-12,Jupyter,tooling,197,153000,0.426,0.1114
2025-12,RAG,llm,180,173500,0.389,0.1018
2025-12,LLM Evaluation,llm,170,169000,0.382,0.0962
2025-12,Vector Databases,llm,170,183000,0.388,0.0962
2025-12,Stakeholder Management,product,149,134000,0.403,0.0843
2025-12,LangChain,llm,137,174000,0.401,0.0775
2025-12,TensorFlow,ml,137,160000,0.365,0.0775
2025-12,Kafka,data-platform,126,160500,0.468,0.0713
2025-12,Transformers,ml,126,161000,0.325,0.0713
2025-12,OpenAI API,llm,100,174000,0.42,0.0566
2026-01,Python,programming,1634,158000,0.41,0.8847
2026-01,SQL,analytics,1039,148000,0.393,0.5625
2026-01,Azure,cloud,690,156000,0.41,0.3736
2026-01,AWS,cloud,680,152000,0.421,0.3682
2026-01,GCP,cloud,661,159000,0.425,0.3579
2026-01,Statistics,analytics,498,149500,0.42,0.2696
2026-01,PyTorch,ml,428,163000,0.407,0.2317
2026-01,Snowflake,data-platform,395,154000,0.423,0.2139
2026-01,Looker,bi,389,144000,0.383,0.2106
2026-01,BigQuery,data-platform,381,155000,0.404,0.2063
2026-01,Docker,platform,380,171000,0.411,0.2057
2026-01,A/B Testing,analytics,357,141000,0.384,0.1933
2026-01,Pandas,analytics,349,141000,0.407,0.189
2026-01,Experiment Design,analytics,323,159000,0.372,0.1749
2026-01,Databricks,data-platform,307,151000,0.381,0.1662
2026-01,Prompt Engineering,llm,304,178500,0.382,0.1646
2026-01,Excel,bi,282,140500,0.39,0.1527
2026-01,FastAPI,backend,280,184000,0.379,0.1516
2026-01,Tableau,bi,276,139500,0.406,0.1494
2026-01,Airflow,data-platform,270,153500,0.433,0.1462
2026-01,XGBoost,ml,265,154000,0.419,0.1435
2026-01,Feature Engineering,ml,264,154000,0.402,0.1429
2026-01,scikit-learn,ml,262,153000,0.424,0.1419
2026-01,dbt,data-platform,259,154000,0.398,0.1402
2026-01,Spark,data-platform,256,152000,0.418,0.1386
2026-01,Data Modeling,analytics,237,152000,0.401,0.1283
2026-01,Kubernetes,platform,225,167000,0.4,0.1218
2026-01,Feature Store,mlops,224,163500,0.411,0.1213
