job_id,skill,skill_category,importance,proficiency_level,is_genai_skill
JOB010617,Databricks,data-platform,nice_to_have,basic,0
JOB010617,Azure,cloud,nice_to_have,basic,0
JOB010618,SQL,analytics,core,advanced,0
JOB010618,Python,programming,core,advanced,0
JOB010618,Looker,bi,core,advanced,0
JOB010618,Tableau,bi,strong,intermediate,0
JOB010618,GCP,cloud,strong,intermediate,0
JOB010618,BigQuery,data-platform,strong,intermediate,0
JOB010618,Excel,bi,nice_to_have,basic,0
JOB010618,Pandas,analytics,nice_to_have,basic,0
JOB010619,SQL,analytics,core,advanced,0
JOB010619,Pandas,analytics,core,advanced,0
JOB010619,Looker,bi,core,advanced,0
JOB010619,GCP,cloud,strong,intermediate,0
JOB010619,Tableau,bi,strong,intermediate,0
JOB010619,Excel,bi,strong,intermediate,0
JOB010619,Python,programming,nice_to_have,basic,0
JOB010620,Python,programming,core,advanced,0
JOB010620,Data Modeling,analytics,core,advanced,0
JOB010620,AWS,cloud,core,advanced,0
JOB010620,Databricks,data-platform,strong,intermediate,0
JOB010620,BigQuery,data-platform,strong,intermediate,0
JOB010620,dbt,data-platform,strong,intermediate,0
JOB010620,Snowflake,data-platform,nice_to_have,basic,0
JOB010620,Kafka,data-platform,nice_to_have,basic,0
JOB010620,Spark,data-platform,nice_to_have,basic,0
JOB010620,GCP,cloud,nice_to_have,basic,0
JOB010620,SQL,analytics,nice_to_have,basic,0
JOB010621,Python,programming,core,advanced,0
JOB010621,Statistics,analytics,core,advanced,0
JOB010621,AWS,cloud,core,advanced,0
JOB010621,Pandas,analytics,strong,intermediate,0
JOB010621,Experiment Design,analytics,strong,intermediate,0
JOB010621,XGBoost,ml,strong,intermediate,0
JOB010621,Snowflake,data-platform,nice_to_have,basic,0
JOB010621,A/B Testing,analytics,nice_to_have,basic,0
JOB010621,SQL,analytics,nice_to_have,basic,0
JOB010622,GCP,cloud,core,advanced,0
JOB010622,BigQuery,data-platform,core,advanced,0
JOB010622,A/B Testing,analytics,core,advanced,0
JOB010622,Looker,bi,strong,intermediate,0
JOB010622,Excel,bi,strong,intermediate,0
JOB010622,Tableau,bi,strong,intermediate,0
JOB010622,SQL,analytics,nice_to_have,basic,0
JOB010622,Python,programming,nice_to_have,basic,0
JOB010623,Kubernetes,platform,core,advanced,0
JOB010623,AWS,cloud,core,advanced,0
JOB010623,Azure,cloud,core,advanced,0
JOB010623,Docker,platform,strong,intermediate,0
JOB010623,Airflow,data-platform,strong,intermediate,0
JOB010623,CI/CD,platform,strong,intermediate,0
JOB010623,Python,programming,nice_to_have,basic,0
JOB010623,PyTorch,ml,nice_to_have,basic,0
JOB010623,Feature Store,mlops,nice_to_have,basic,0
JOB010623,GCP,cloud,nice_to_have,basic,0
JOB010624,Statistics,analytics,core,advanced,0
JOB010624,Tableau,bi,core,advanced,0
JOB010624,SQL,analytics,core,advanced,0
JOB010624,GCP,cloud,strong,intermediate,0
JOB010624,Python,programming,strong,intermediate,0
JOB010624,BigQuery,data-platform,strong,intermediate,0
JOB010624,Looker,bi,nice_to_have,basic,0
JOB010624,A/B Testing,analytics,nice_to_have,basic,0
JOB010624,Pandas,analytics,nice_to_have,basic,0
JOB010625,GCP,cloud,core,advanced,0
JOB010625,Excel,bi,core,advanced,0
JOB010625,Stakeholder Management,product,core,advanced,0
JOB010625,Dashboarding,bi,strong,intermediate,0
JOB010625,Power BI,bi,strong,intermediate,0
JOB010625,SQL,analytics,strong,intermediate,0
JOB010625,Tableau,bi,nice_to_have,basic,0
JOB010625,Looker,bi,nice_to_have,basic,0
JOB010626,Spark,data-platform,core,advanced,0
JOB010626,Data Modeling,analytics,core,advanced,0
JOB010626,GCP,cloud,core,advanced,0
JOB010626,Kafka,data-platform,strong,intermediate,0
JOB010626,SQL,analytics,strong,intermediate,0
JOB010626,BigQuery,data-platform,strong,intermediate,0
JOB010626,dbt,data-platform,nice_to_have,basic,0
JOB010626,Python,programming,nice_to_have,basic,0
JOB010626,AWS,cloud,nice_to_have,basic,0
JOB010626,Azure,cloud,nice_to_have,basic,0
JOB010627,AWS,cloud,core,advanced,0
JOB010627,Spark,data-platform,core,advanced,0
JOB010627,BigQuery,data-platform,core,advanced,0
JOB010627,Kafka,data-platform,strong,intermediate,0
JOB010627,Azure,cloud,strong,intermediate,0
JOB010627,dbt,data-platform,strong,intermediate,0
JOB010627,Python,programming,nice_to_have,basic,0
JOB010627,Databricks,data-platform,nice_to_have,basic,0
JOB010627,Airflow,data-platform,nice_to_have,basic,0
JOB010627,SQL,analytics,nice_to_have,basic,0
JOB010627,Data Modeling,analytics,nice_to_have,basic,0
JOB010628,Python,programming,core,advanced,0
JOB010628,Pandas,analytics,core,advanced,0
JOB010628,A/B Testing,analytics,core,advanced,0
JOB010628,BigQuery,data-platform,strong,intermediate,0
JOB010628,Looker,bi,strong,intermediate,0
JOB010628,GCP,cloud,strong,intermediate,0
JOB010628,SQL,analytics,nice_to_have,basic,0
JOB010628,Tableau,bi,nice_to_have,basic,0
JOB010628,Statistics,analytics,nice_to_have,basic,0
JOB010628,Excel,bi,nice_to_have,basic,0
JOB010629,Python,programming,core,advanced,0
JOB010629,Experiment Design,analytics,core,advanced,0
JOB010629,Pandas,analytics,core,advanced,0
JOB010629,Feature Engineering,ml,strong,intermediate,0
JOB010629,Jupyter,tooling,strong,intermediate,0
JOB010629,scikit-learn,ml,strong,intermediate,0
JOB010629,XGBoost,ml,nice_to_have,basic,0
JOB010629,GCP,cloud,nice_to_have,basic,0
JOB010629,Statistics,analytics,nice_to_have,basic,0
JOB010629,SQL,analytics,nice_to_have,basic,0
JOB010629,A/B Testing,analytics,nice_to_have,basic,0
JOB010630,Python,programming,core,advanced,0
JOB010630,Synthetic Data,llm,core,advanced,1
JOB010630,Prompt Engineering,llm,core,advanced,1
JOB010630,RAG,llm,strong,intermediate,1
JOB010630,Azure,cloud,strong,intermediate,0
JOB010630,Anthropic API,llm,strong,intermediate,1
JOB010630,FastAPI,backend,nice_to_have,basic,0
JOB010630,DSPy,llm,nice_to_have,basic,1
JOB010630,Fine-Tuning,llm,nice_to_have,basic,1
JOB010630,pgvector,llm,nice_to_have,basic,1
JOB010630,Vector Databases,llm,nice_to_have,basic,1
JOB010630,LLM Evaluation,llm,nice_to_have,basic,1
JOB010631,PyTorch,ml,core,advanced,0
JOB010631,Statistics,analytics,core,advanced,0
JOB010631,Feature Engineering,ml,core,advanced,0
JOB010631,SQL,analytics,strong,intermediate,0
JOB010631,Experiment Design,analytics,strong,intermediate,0
JOB010631,XGBoost,ml,strong,intermediate,0
JOB010631,scikit-learn,ml,nice_to_have,basic,0
JOB010631,Python,programming,nice_to_have,basic,0
JOB010632,SQL,analytics,core,advanced,0
JOB010632,Looker,bi,core,advanced,0
JOB010632,GCP,cloud,core,advanced,0
JOB010632,Pandas,analytics,strong,intermediate,0
JOB010632,Python,programming,strong,intermediate,0
JOB010632,Excel,bi,strong,intermediate,0
JOB010632,Statistics,analytics,nice_to_have,basic,0
JOB010633,Dashboarding,bi,core,advanced,0
JOB010633,Power BI,bi,core,advanced,0
JOB010633,Tableau,bi,core,advanced,0
JOB010633,Excel,bi,strong,intermediate,0
JOB010633,Looker,bi,strong,intermediate,0
JOB010633,SQL,analytics,strong,intermediate,0
JOB010633,Azure,cloud,nice_to_have,basic,0
JOB010633,Stakeholder Management,product,nice_to_have,basic,0
JOB010634,SQL,analytics,core,advanced,0
JOB010634,GCP,cloud,core,advanced,0
JOB010634,scikit-learn,ml,core,advanced,0
JOB010634,Pandas,analytics,strong,intermediate,0
JOB010634,Feature Engineering,ml,strong,intermediate,0
JOB010634,Experiment Design,analytics,strong,intermediate,0
JOB010634,Statistics,analytics,nice_to_have,basic,0
JOB010634,Python,programming,nice_to_have,basic,0
JOB010634,A/B Testing,analytics,nice_to_have,basic,0
JOB010634,Jupyter,tooling,nice_to_have,basic,0
JOB010635,Python,programming,core,advanced,0
JOB010635,Docker,platform,core,advanced,0
JOB010635,Azure,cloud,core,advanced,0
JOB010635,Prometheus,platform,strong,intermediate,0
JOB010635,Terraform,platform,strong,intermediate,0
JOB010635,Model Monitoring,mlops,strong,intermediate,0
JOB010635,Kubernetes,platform,nice_to_have,basic,0
JOB010635,AWS,cloud,nice_to_have,basic,0
JOB010636,Feature Engineering,ml,core,advanced,0
JOB010636,PyTorch,ml,core,advanced,0
JOB010636,Statistics,analytics,core,advanced,0
JOB010636,Causal Inference,analytics,strong,intermediate,0
JOB010636,Python,programming,strong,intermediate,0
JOB010636,Experiment Design,analytics,strong,intermediate,0
JOB010637,Databricks,data-platform,core,advanced,0
JOB010637,Azure,cloud,core,advanced,0
JOB010637,Tableau,bi,core,advanced,0
JOB010637,SQL,analytics,strong,intermediate,0
JOB010637,Looker,bi,strong,intermediate,0
JOB010637,Python,programming,strong,intermediate,0
JOB010638,Python,programming,core,advanced,0
JOB010638,BigQuery,data-platform,core,advanced,0
JOB010638,SQL,analytics,core,advanced,0
JOB010638,AWS,cloud,strong,intermediate,0
JOB010638,Databricks,data-platform,strong,intermediate,0
JOB010638,Kafka,data-platform,strong,intermediate,0
JOB010638,Snowflake,data-platform,nice_to_have,basic,0
JOB010638,Azure,cloud,nice_to_have,basic,0
JOB010639,BigQuery,data-platform,core,advanced,0
JOB010639,Snowflake,data-platform,core,advanced,0
JOB010639,dbt,data-platform,core,advanced,0
JOB010639,Databricks,data-platform,strong,intermediate,0
JOB010639,SQL,analytics,strong,intermediate,0
JOB010639,Azure,cloud,strong,intermediate,0
JOB010639,AWS,cloud,nice_to_have,basic,0
JOB010639,GCP,cloud,nice_to_have,basic,0
JOB010639,Python,programming,nice_to_have,basic,0
JOB010639,Spark,data-platform,nice_to_have,basic,0
JOB010640,SQL,analytics,core,advanced,0
JOB010640,AWS,cloud,core,advanced,0
JOB010640,Spark,data-platform,core,advanced,0
JOB010640,GCP,cloud,strong,intermediate,0
JOB010640,Data Modeling,analytics,strong,intermediate,0
JOB010640,Azure,cloud,strong,intermediate,0
JOB010640,Python,programming,nice_to_have,basic,0
JOB010640,dbt,data-platform,nice_to_have,basic,0
JOB010640,BigQuery,data-platform,nice_to_have,basic,0
JOB010640,Snowflake,data-platform,nice_to_have,basic,0
JOB010641,Azure,cloud,core,advanced,0
JOB010641,Python,programming,core,advanced,0
JOB010641,GCP,cloud,core,advanced,0
JOB010641,Databricks,data-platform,strong,intermediate,0
JOB010641,Spark,data-platform,strong,intermediate,0
JOB010641,BigQuery,data-platform,strong,intermediate,0
JOB010641,Kafka,data-platform,nice_to_have,basic,0
JOB010641,SQL,analytics,nice_to_have,basic,0
JOB010641,Airflow,data-platform,nice_to_have,basic,0
JOB010641,dbt,data-platform,nice_to_have,basic,0
JOB010641,Data Modeling,analytics,nice_to_have,basic,0
JOB010642,Pandas,analytics,core,advanced,0
JOB010642,A/B Testing,analytics,core,advanced,0
JOB010642,SQL,analytics,core,advanced,0
JOB010642,Excel,bi,strong,intermediate,0
JOB010642,Python,programming,strong,intermediate,0
JOB010642,Azure,cloud,strong,intermediate,0
JOB010642,Tableau,bi,nice_to_have,basic,0
JOB010643,Power BI,bi,core,advanced,0
JOB010643,Dashboarding,bi,core,advanced,0
JOB010643,Tableau,bi,core,advanced,0
JOB010643,Excel,bi,strong,intermediate,0
JOB010643,SQL,analytics,strong,intermediate,0
JOB010643,Stakeholder Management,product,strong,intermediate,0
JOB010643,Looker,bi,nice_to_have,basic,0
JOB010643,Azure,cloud,nice_to_have,basic,0
JOB010644,Python,programming,core,advanced,0
JOB010644,Feature Engineering,ml,core,advanced,0
JOB010644,GCP,cloud,core,advanced,0
JOB010644,BigQuery,data-platform,strong,intermediate,0
JOB010644,Pandas,analytics,strong,intermediate,0
JOB010644,XGBoost,ml,strong,intermediate,0
JOB010644,Experiment Design,analytics,nice_to_have,basic,0
JOB010644,Jupyter,tooling,nice_to_have,basic,0
JOB010644,SQL,analytics,nice_to_have,basic,0
JOB010645,SQL,analytics,core,advanced,0
JOB010645,Excel,bi,core,advanced,0
JOB010645,Power BI,bi,core,advanced,0
JOB010645,Dashboarding,bi,strong,intermediate,0
JOB010645,Tableau,bi,strong,intermediate,0
JOB010645,Azure,cloud,strong,intermediate,0
JOB010645,Looker,bi,nice_to_have,basic,0
JOB010646,CI/CD,platform,core,advanced,0
JOB010646,MLflow,mlops,core,advanced,0
JOB010646,Python,programming,core,advanced,0
JOB010646,PyTorch,ml,strong,intermediate,0
JOB010646,Azure,cloud,strong,intermediate,0
JOB010646,Kubernetes,platform,strong,intermediate,0
JOB010646,Docker,platform,nice_to_have,basic,0
JOB010647,Statistics,analytics,core,advanced,0
JOB010647,XGBoost,ml,core,advanced,0
JOB010647,scikit-learn,ml,core,advanced,0
JOB010647,PyTorch,ml,strong,intermediate,0
JOB010647,Python,programming,strong,intermediate,0
JOB010647,Feature Engineering,ml,strong,intermediate,0
JOB010647,GCP,cloud,nice_to_have,basic,0
JOB010647,SQL,analytics,nice_to_have,basic,0
JOB010648,Feature Engineering,ml,core,advanced,0
JOB010648,XGBoost,ml,core,advanced,0
JOB010648,Pandas,analytics,core,advanced,0
JOB010648,Experiment Design,analytics,strong,intermediate,0
JOB010648,Python,programming,strong,intermediate,0
JOB010648,SQL,analytics,strong,intermediate,0
JOB010648,Statistics,analytics,nice_to_have,basic,0
JOB010649,Tableau,bi,core,advanced,0
JOB010649,SQL,analytics,core,advanced,0
JOB010649,Stakeholder Management,product,core,advanced,0
JOB010649,Power BI,bi,strong,intermediate,0
JOB010649,Databricks,data-platform,strong,intermediate,0
JOB010649,Dashboarding,bi,strong,intermediate,0
JOB010649,Excel,bi,nice_to_have,basic,0
JOB010650,SQL,analytics,core,advanced,0
JOB010650,Dashboarding,bi,core,advanced,0
JOB010650,Tableau,bi,core,advanced,0
JOB010650,Stakeholder Management,product,strong,intermediate,0
JOB010650,GCP,cloud,strong,intermediate,0
JOB010650,Excel,bi,strong,intermediate,0
JOB010650,Looker,bi,nice_to_have,basic,0
JOB010650,Power BI,bi,nice_to_have,basic,0
JOB010651,BigQuery,data-platform,core,advanced,0
JOB010651,Data Modeling,analytics,core,advanced,0
JOB010651,Looker,bi,core,advanced,0
JOB010651,SQL,analytics,strong,intermediate,0
JOB010651,Azure,cloud,strong,intermediate,0
JOB010651,Metrics Layer,analytics,strong,intermediate,0
JOB010651,dbt,data-platform,nice_to_have,basic,0
JOB010651,Python,programming,nice_to_have,basic,0
JOB010651,Git,tooling,nice_to_have,basic,0
JOB010652,Prompt Engineering,llm,core,advanced,1
JOB010652,LLM Evaluation,llm,core,advanced,1
JOB010652,Vector Databases,llm,core,advanced,1
JOB010652,Fine-Tuning,llm,strong,intermediate,1
JOB010652,pgvector,llm,strong,intermediate,1
JOB010652,Guardrails,llm,strong,intermediate,1
JOB010652,DSPy,llm,nice_to_have,basic,1
JOB010652,FastAPI,backend,nice_to_have,basic,0
JOB010652,Python,programming,nice_to_have,basic,0
JOB010652,Anthropic API,llm,nice_to_have,basic,1
JOB010652,Transformers,ml,nice_to_have,basic,1
JOB010653,Python,programming,core,advanced,0
JOB010653,Snowflake,data-platform,core,advanced,0
JOB010653,Spark,data-platform,core,advanced,0
JOB010653,SQL,analytics,strong,intermediate,0
JOB010653,Airflow,data-platform,strong,intermediate,0
JOB010653,Databricks,data-platform,strong,intermediate,0
JOB010653,dbt,data-platform,nice_to_have,basic,0
JOB010653,AWS,cloud,nice_to_have,basic,0
JOB010653,Azure,cloud,nice_to_have,basic,0
JOB010653,BigQuery,data-platform,nice_to_have,basic,0
JOB010653,GCP,cloud,nice_to_have,basic,0
JOB010654,Airflow,data-platform,core,advanced,0
JOB010654,MLflow,mlops,core,advanced,0
JOB010654,Docker,platform,core,advanced,0
JOB010654,AWS,cloud,strong,intermediate,0
JOB010654,Azure,cloud,strong,intermediate,0
JOB010654,GCP,cloud,strong,intermediate,0
JOB010654,Python,programming,nice_to_have,basic,0
JOB010654,PyTorch,ml,nice_to_have,basic,0
JOB010654,TensorFlow,ml,nice_to_have,basic,0
JOB010654,CI/CD,platform,nice_to_have,basic,0
JOB010654,Spark,data-platform,nice_to_have,basic,0
JOB010655,Tableau,bi,core,advanced,0
JOB010655,Looker,bi,core,advanced,0
JOB010655,SQL,analytics,core,advanced,0
JOB010655,GCP,cloud,strong,intermediate,0
JOB010655,Statistics,analytics,strong,intermediate,0
JOB010655,Pandas,analytics,strong,intermediate,0
JOB010655,Excel,bi,nice_to_have,basic,0
JOB010655,A/B Testing,analytics,nice_to_have,basic,0
JOB010655,Python,programming,nice_to_have,basic,0
JOB010656,SQL,analytics,core,advanced,0
JOB010656,BigQuery,data-platform,core,advanced,0
JOB010656,Data Modeling,analytics,core,advanced,0
JOB010656,Git,tooling,strong,intermediate,0
JOB010656,Looker,bi,strong,intermediate,0
JOB010656,dbt,data-platform,strong,intermediate,0
JOB010656,Metrics Layer,analytics,nice_to_have,basic,0
JOB010656,Python,programming,nice_to_have,basic,0
JOB010656,GCP,cloud,nice_to_have,basic,0
JOB010656,Snowflake,data-platform,nice_to_have,basic,0
JOB010657,BigQuery,data-platform,core,advanced,0
JOB010657,SQL,analytics,core,advanced,0
JOB010657,Python,programming,core,advanced,0
JOB010657,GCP,cloud,strong,intermediate,0
JOB010657,Data Modeling,analytics,strong,intermediate,0
JOB010657,Databricks,data-platform,strong,intermediate,0
JOB010658,Python,programming,core,advanced,0
JOB010658,Snowflake,data-platform,core,advanced,0
JOB010658,AWS,cloud,core,advanced,0
JOB010658,Feature Engineering,ml,strong,intermediate,0
JOB010658,SQL,analytics,strong,intermediate,0
JOB010658,Statistics,analytics,strong,intermediate,0
JOB010658,scikit-learn,ml,nice_to_have,basic,0
JOB010658,PyTorch,ml,nice_to_have,basic,0
JOB010659,SQL,analytics,core,advanced,0
JOB010659,Python,programming,core,advanced,0
JOB010659,A/B Testing,analytics,core,advanced,0
JOB010659,GCP,cloud,strong,intermediate,0
JOB010659,Pandas,analytics,strong,intermediate,0
JOB010659,Excel,bi,strong,intermediate,0
JOB010659,Looker,bi,nice_to_have,basic,0
JOB010659,Statistics,analytics,nice_to_have,basic,0
JOB010660,Prompt Engineering,llm,core,advanced,1
JOB010660,SQL,analytics,core,advanced,0
JOB010660,AWS,cloud,core,advanced,0
JOB010660,User Research,product,strong,intermediate,0
JOB010660,Product Strategy,product,strong,intermediate,0
JOB010660,Experiment Design,analytics,strong,intermediate,0
JOB010661,Feature Engineering,ml,core,advanced,0
JOB010661,A/B Testing,analytics,core,advanced,0
JOB010661,BigQuery,data-platform,core,advanced,0
JOB010661,Experiment Design,analytics,strong,intermediate,0
JOB010661,Python,programming,strong,intermediate,0
JOB010661,XGBoost,ml,strong,intermediate,0
JOB010661,Pandas,analytics,nice_to_have,basic,0
JOB010661,GCP,cloud,nice_to_have,basic,0
JOB010661,SQL,analytics,nice_to_have,basic,0
JOB010661,scikit-learn,ml,nice_to_have,basic,0
JOB010662,SQL,analytics,core,advanced,0
JOB010662,Causal Inference,analytics,core,advanced,0
JOB010662,PyTorch,ml,core,advanced,0
JOB010662,Python,programming,strong,intermediate,0
JOB010662,XGBoost,ml,strong,intermediate,0
JOB010662,Experiment Design,analytics,strong,intermediate,0
JOB010662,AWS,cloud,nice_to_have,basic,0
JOB010662,Statistics,analytics,nice_to_have,basic,0
JOB010662,scikit-learn,ml,nice_to_have,basic,0
JOB010663,FastAPI,backend,core,advanced,0
JOB010663,Prompt Engineering,llm,core,advanced,1
JOB010663,API Design,backend,core,advanced,0
JOB010663,LLM Evaluation,llm,strong,intermediate,1
JOB010663,Structured Outputs,llm,strong,intermediate,1
JOB010663,Python,programming,strong,intermediate,0
JOB010663,Docker,platform,nice_to_have,basic,0
JOB010663,Vector Databases,llm,nice_to_have,basic,1
JOB010663,LangChain,llm,nice_to_have,basic,1
JOB010664,SQL,analytics,core,advanced,0
JOB010664,scikit-learn,ml,core,advanced,0
JOB010664,XGBoost,ml,core,advanced,0
JOB010664,Python,programming,strong,intermediate,0
JOB010664,Pandas,analytics,strong,intermediate,0
JOB010664,A/B Testing,analytics,strong,intermediate,0
JOB010664,Feature Engineering,ml,nice_to_have,basic,0
JOB010664,Experiment Design,analytics,nice_to_have,basic,0
JOB010664,Statistics,analytics,nice_to_have,basic,0
JOB010665,Python,programming,core,advanced,0
JOB010665,Pandas,analytics,core,advanced,0
JOB010665,Azure,cloud,core,advanced,0
JOB010665,Statistics,analytics,strong,intermediate,0
JOB010665,A/B Testing,analytics,strong,intermediate,0
JOB010665,SQL,analytics,strong,intermediate,0
JOB010665,Excel,bi,nice_to_have,basic,0
JOB010665,Looker,bi,nice_to_have,basic,0
JOB010665,Databricks,data-platform,nice_to_have,basic,0
JOB010665,Tableau,bi,nice_to_have,basic,0
JOB010666,Python,programming,core,advanced,0
JOB010666,PyTorch,ml,core,advanced,0
JOB010666,Feature Store,mlops,core,advanced,0
JOB010666,GCP,cloud,strong,intermediate,0
JOB010666,Airflow,data-platform,strong,intermediate,0
JOB010666,TensorFlow,ml,strong,intermediate,0
JOB010666,Kubernetes,platform,nice_to_have,basic,0
JOB010666,MLflow,mlops,nice_to_have,basic,0
JOB010667,Statistics,analytics,core,advanced,0
JOB010667,Feature Engineering,ml,core,advanced,0
JOB010667,PyTorch,ml,core,advanced,0
JOB010667,Experiment Design,analytics,strong,intermediate,0
JOB010667,SQL,analytics,strong,intermediate,0
JOB010667,Causal Inference,analytics,strong,intermediate,0
JOB010667,XGBoost,ml,nice_to_have,basic,0
JOB010667,scikit-learn,ml,nice_to_have,basic,0
JOB010667,GCP,cloud,nice_to_have,basic,0
JOB010667,Python,programming,nice_to_have,basic,0
JOB010668,AWS,cloud,core,advanced,0
JOB010668,GCP,cloud,core,advanced,0
JOB010668,Azure,cloud,core,advanced,0
JOB010668,TensorFlow,ml,strong,intermediate,0
JOB010668,PyTorch,ml,strong,intermediate,0
JOB010668,Python,programming,strong,intermediate,0
JOB010668,Feature Store,mlops,nice_to_have,basic,0
JOB010668,Docker,platform,nice_to_have,basic,0
JOB010669,FastAPI,backend,core,advanced,0
JOB010669,LLM Evaluation,llm,core,advanced,1
JOB010669,vLLM,llm,core,advanced,1
JOB010669,OpenAI API,llm,strong,intermediate,1
JOB010669,Prompt Engineering,llm,strong,intermediate,1
JOB010669,Python,programming,strong,intermediate,0
JOB010669,Vector Databases,llm,nice_to_have,basic,1
JOB010670,A/B Testing,analytics,core,advanced,0
JOB010670,Pandas,analytics,core,advanced,0
JOB010670,GCP,cloud,core,advanced,0
JOB010670,Looker,bi,strong,intermediate,0
JOB010670,SQL,analytics,strong,intermediate,0
JOB010670,Tableau,bi,strong,intermediate,0
JOB010670,Python,programming,nice_to_have,basic,0
JOB010671,PyTorch,ml,core,advanced,0
JOB010671,Docker,platform,core,advanced,0
JOB010671,AWS,cloud,core,advanced,0
JOB010671,MLflow,mlops,strong,intermediate,0
JOB010671,Feature Store,mlops,strong,intermediate,0
JOB010671,GCP,cloud,strong,intermediate,0
JOB010671,TensorFlow,ml,nice_to_have,basic,0
JOB010671,Python,programming,nice_to_have,basic,0
JOB010672,AWS,cloud,core,advanced,0
JOB010672,SQL,analytics,core,advanced,0
JOB010672,Experiment Design,analytics,core,advanced,0
JOB010672,Feature Engineering,ml,strong,intermediate,0
JOB010672,A/B Testing,analytics,strong,intermediate,0
JOB010672,Jupyter,tooling,strong,intermediate,0
JOB010672,XGBoost,ml,nice_to_have,basic,0
JOB010672,Python,programming,nice_to_have,basic,0
JOB010673,Looker,bi,core,advanced,0
JOB010673,SQL,analytics,core,advanced,0
JOB010673,Dashboarding,bi,core,advanced,0
JOB010673,Power BI,bi,strong,intermediate,0
JOB010673,Excel,bi,strong,intermediate,0
JOB010673,GCP,cloud,strong,intermediate,0
JOB010673,Stakeholder Management,product,nice_to_have,basic,0
JOB010674,SQL,analytics,core,advanced,0
JOB010674,AWS,cloud,core,advanced,0
JOB010674,Looker,bi,core,advanced,0
JOB010674,Statistics,analytics,strong,intermediate,0
JOB010674,Python,programming,strong,intermediate,0
JOB010674,A/B Testing,analytics,strong,intermediate,0
JOB010674,Tableau,bi,nice_to_have,basic,0
JOB010674,Pandas,analytics,nice_to_have,basic,0
JOB010674,Excel,bi,nice_to_have,basic,0
JOB010675,Python,programming,core,advanced,0
JOB010675,XGBoost,ml,core,advanced,0
JOB010675,Feature Engineering,ml,core,advanced,0
JOB010675,A/B Testing,analytics,strong,intermediate,0
JOB010675,Jupyter,tooling,strong,intermediate,0
JOB010675,Experiment Design,analytics,strong,intermediate,0
JOB010675,SQL,analytics,nice_to_have,basic,0
JOB010675,Statistics,analytics,nice_to_have,basic,0
JOB010675,AWS,cloud,nice_to_have,basic,0
JOB010675,Pandas,analytics,nice_to_have,basic,0
JOB010676,dbt,data-platform,core,advanced,0
JOB010676,SQL,analytics,core,advanced,0
JOB010676,Metrics Layer,analytics,core,advanced,0
JOB010676,AWS,cloud,strong,intermediate,0
JOB010676,Looker,bi,strong,intermediate,0
JOB010676,Python,programming,strong,intermediate,0
JOB010676,Snowflake,data-platform,nice_to_have,basic,0
JOB010676,Data Modeling,analytics,nice_to_have,basic,0
JOB010677,Python,programming,core,advanced,0
JOB010677,SQL,analytics,core,advanced,0
JOB010677,A/B Testing,analytics,core,advanced,0
JOB010677,Databricks,data-platform,strong,intermediate,0
JOB010677,Looker,bi,strong,intermediate,0
JOB010677,Excel,bi,strong,intermediate,0
JOB010677,Statistics,analytics,nice_to_have,basic,0
JOB010678,SQL,analytics,core,advanced,0
JOB010678,Snowflake,data-platform,core,advanced,0
JOB010678,AWS,cloud,core,advanced,0
JOB010678,Pandas,analytics,strong,intermediate,0
JOB010678,Excel,bi,strong,intermediate,0
JOB010678,Python,programming,strong,intermediate,0
JOB010678,Looker,bi,nice_to_have,basic,0
JOB010679,Python,programming,core,advanced,0
JOB010679,Docker,platform,core,advanced,0
JOB010679,MLflow,mlops,core,advanced,0
JOB010679,Kubernetes,platform,strong,intermediate,0
JOB010679,Feature Store,mlops,strong,intermediate,0
JOB010679,AWS,cloud,strong,intermediate,0
JOB010679,Terraform,platform,nice_to_have,basic,0
JOB010679,Model Monitoring,mlops,nice_to_have,basic,0
JOB010680,Python,programming,core,advanced,0
JOB010680,Pandas,analytics,core,advanced,0
JOB010680,Excel,bi,core,advanced,0
JOB010680,GCP,cloud,strong,intermediate,0
JOB010680,SQL,analytics,strong,intermediate,0
JOB010680,Statistics,analytics,strong,intermediate,0
JOB010680,Looker,bi,nice_to_have,basic,0
JOB010681,Python,programming,core,advanced,0
JOB010681,Pinecone,llm,core,advanced,1
JOB010681,Structured Outputs,llm,core,advanced,1
JOB010681,RAG,llm,strong,intermediate,1
JOB010681,FastAPI,backend,strong,intermediate,0
JOB010681,Azure,cloud,strong,intermediate,0
JOB010681,API Design,backend,nice_to_have,basic,0
JOB010681,OpenAI API,llm,nice_to_have,basic,1
JOB010682,Python,programming,core,advanced,0
JOB010682,Transformers,ml,core,advanced,1
JOB010682,Vector Databases,llm,core,advanced,1
JOB010682,Synthetic Data,llm,strong,intermediate,1
JOB010682,Fine-Tuning,llm,strong,intermediate,1
JOB010682,vLLM,llm,strong,intermediate,1
JOB010682,GCP,cloud,nice_to_have,basic,0
JOB010682,Prompt Engineering,llm,nice_to_have,basic,1
JOB010682,OpenAI API,llm,nice_to_have,basic,1
JOB010682,Guardrails,llm,nice_to_have,basic,1
JOB010683,Databricks,data-platform,core,advanced,0
JOB010683,Python,programming,core,advanced,0
JOB010683,TensorFlow,ml,core,advanced,0
JOB010683,PyTorch,ml,strong,intermediate,0
JOB010683,GCP,cloud,strong,intermediate,0
JOB010683,AWS,cloud,strong,intermediate,0
JOB010684,SQL,analytics,core,advanced,0
JOB010684,Excel,bi,core,advanced,0
